DOI,prefix,title,language,container-title,ISSN,publisher,URL,issued,published,published-online,indexed,created,reference-count,is-referenced-by-count,type,member
10.12688/openreseurope.13641.1,10.12688,Embodying an artificial hand increases blood flow to the investigated limb,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13641.1,2021-5-21,2021-5-21,2021-5-21,2021-12-22,2021-5-21,78,0,journal-article,2560
10.12688/openreseurope.14216.1,10.12688,Can detection and prediction models for Alzheimer’s Disease be applied to Prodromal Parkinson’s Disease using explainable artificial intelligence? A brief report on Digital Neuro Signatures.,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14216.1,2021-12-3,2021-12-3,2021-12-3,2021-12-23,2021-12-3,27,0,journal-article,2560
10.12688/openreseurope.13204.2,10.12688,Ineffective humoral anti-tick IgY-response in birds: reaction against pathogen constituents?,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13204.2,2021-9-23,2021-9-23,2021-9-23,2022-2-4,2021-9-23,37,0,journal-article,2560
10.12688/openreseurope.14289.1,10.12688,Digital onboarding in finance: a novel model and related cybersecurity risks,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14289.1,2021-12-9,2021-12-9,2021-12-9,2022-2-5,2021-12-9,33,0,journal-article,2560
10.12688/openreseurope.13624.2,10.12688,Fewest switches surface hopping with Baeck-An couplings,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13624.2,2022-3-9,2022-3-9,2022-3-9,2022-3-10,2022-3-9,89,0,journal-article,2560
10.12688/openreseurope.13302.1,10.12688,Finite difference magnetoelastic simulator,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13302.1,2021-4-19,2021-4-19,2021-4-19,2022-3-11,2021-4-19,71,2,journal-article,2560
10.12688/openreseurope.13683.3,10.12688,COVID-19 vs. stakeholder engagement: the impact of coronavirus containment measures on stakeholder involvement in European energy research projects,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13683.3,2021-10-14,2021-10-14,2021-10-14,2022-3-10,2021-10-14,27,2,journal-article,2560
10.12688/openreseurope.13709.1,10.12688,"The translational roadmap of the gut models, focusing on gut-on-chip",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13709.1,2021-6-4,2021-6-4,2021-6-4,2022-1-26,2021-6-4,70,0,journal-article,2560
10.12688/openreseurope.14235.1,10.12688,Caenorhabditis elegans Parkin: Regulators of its abundance and role in autophagy-lysosomal dynamics,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14235.1,2022-2-18,2022-2-18,2022-2-18,2022-2-18,2022-2-18,46,0,journal-article,2560
10.12688/openreseurope.13362.2,10.12688,SESAME – a synchrotron light source in the Middle East: an international research infrastructure in the making,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13362.2,2022-2-4,2022-2-4,2022-2-4,2022-2-21,2022-2-4,0,0,journal-article,2560
10.12688/openreseurope.13715.2,10.12688,DARLENE – Improving situational awareness of European law enforcement agents through a combination of augmented reality and artificial intelligence solutions,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13715.2,2022-1-21,2022-1-21,2022-1-21,2022-1-29,2022-1-21,38,0,journal-article,2560
10.12688/openreseurope.14234.2,10.12688,"Leveraging capabilities for the creation of a smart, healthy and personalized breakfast: a case study of collaborative innovation in the EU",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14234.2,2022-2-14,2022-2-14,2022-2-14,2022-2-14,2022-2-14,18,0,journal-article,2560
10.12688/openreseurope.13420.2,10.12688,A data processing approach with built-in spatial resolution reduction methods to construct energy system models,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13420.2,2022-2-10,2022-2-10,2022-2-10,2022-3-3,2022-2-10,60,0,journal-article,2560
10.12688/openreseurope.14508.1,10.12688,Nonlinear field-control of terahertz waves in random media for spatiotemporal focusing,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14508.1,2022-3-8,2022-3-8,2022-3-8,2022-3-8,2022-3-8,67,0,journal-article,2560
10.12688/openreseurope.13193.1,10.12688,"Presence, flow, and narrative absorption: an interdisciplinary theoretical exploration with a new spatiotemporal integrated model based on predictive processing",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13193.1,2021-3-26,2021-3-26,2021-3-26,2021-12-12,2021-3-26,195,0,journal-article,2560
10.12688/openreseurope.13578.1,10.12688,Direct oligonucleotide sequencing with nanopores,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13578.1,2021-5-12,2021-5-12,2021-5-12,2021-12-15,2021-5-12,15,0,journal-article,2560
10.12688/openreseurope.13321.2,10.12688,Technologies for an inclusive robotics education,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13321.2,2021-6-18,2021-6-18,2021-6-18,2021-12-15,2021-6-18,29,0,journal-article,2560
10.12688/openreseurope.13863.1,10.12688,Anti-symmetric Compton scattering in LiNiPO4: Towards a direct probe of the magneto-electric multipole moment,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13863.1,2021-11-1,2021-11-1,2021-11-1,2021-12-15,2021-11-1,24,0,journal-article,2560
10.12688/openreseurope.13104.1,10.12688,A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13104.1,2021-3-24,2021-3-24,2021-3-24,2021-12-20,2021-3-24,44,0,journal-article,2560
10.12688/openreseurope.13288.1,10.12688,Sustainable insulating foams based on recycled polyurethanes from construction and demolition wastes,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13288.1,2021-4-19,2021-4-19,2021-4-19,2022-1-7,2021-4-19,20,1,journal-article,2560
10.12688/openreseurope.14422.1,10.12688,The Embassy of Good Science – a community driven initiative to promote ethics and integrity in research,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14422.1,2022-3-2,2022-3-2,2022-3-2,2022-3-2,2022-3-2,38,0,journal-article,2560
10.12688/openreseurope.14041.1,10.12688,Implementing living evidence to inform health decisions: A strategy for building capacity in health sector (Protocol),en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14041.1,2021-9-28,2021-9-28,2021-9-28,2022-3-2,2021-9-28,29,2,journal-article,2560
10.12688/openreseurope.13633.1,10.12688,pyam: Analysis and visualisation of integrated assessment and macro-energy scenarios,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13633.1,2021-6-28,2021-6-28,2021-6-28,2021-12-14,2021-6-28,35,0,journal-article,2560
10.12688/openreseurope.14017.1,10.12688,Properties of biomass powders resulting from the fine comminution of lignocellulosic feedstocks by three types of ball-mill set-up,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14017.1,2021-10-19,2021-10-19,2021-10-19,2021-12-16,2021-10-19,47,0,journal-article,2560
10.12688/openreseurope.13627.1,10.12688,Verification and validation of an automated robot inspection cell for automotive body-in-white: a use case for the VALU3S ECSEL project,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13627.1,2021-9-29,2021-9-29,2021-9-29,2021-12-14,2021-9-29,77,0,journal-article,2560
10.12688/openreseurope.14144.1,10.12688,Data assimilation and agent-based modelling: towards the incorporation of categorical agent parameters,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14144.1,2021-10-27,2021-10-27,2021-10-27,2022-2-17,2021-10-27,30,0,journal-article,2560
10.12688/openreseurope.13834.2,10.12688,The future of education equity policy in a COVID-19 world: a qualitative systematic review of lessons from education policymaking,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13834.2,2022-1-13,2022-1-13,2022-1-13,2022-2-17,2022-1-13,204,0,journal-article,2560
10.12688/openreseurope.13178.1,10.12688,The future of public health policymaking after COVID-19: a qualitative systematic review of lessons from Health in All Policies,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13178.1,2021-3-24,2021-3-24,2021-3-24,2022-2-17,2021-3-24,181,7,journal-article,2560
10.12688/openreseurope.14040.1,10.12688,Natural language processing for aviation safety: extracting knowledge from publicly-available loss of separation reports,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14040.1,2021-9-23,2021-9-23,2021-9-23,2022-2-18,2021-9-23,38,0,journal-article,2560
10.12688/openreseurope.13639.1,10.12688,How many online workers are there in the world? A data-driven assessment,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13639.1,2021-5-19,2021-5-19,2021-5-19,2021-12-18,2021-5-19,27,0,journal-article,2560
10.12688/openreseurope.13578.2,10.12688,Direct oligonucleotide sequencing with nanopores,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13578.2,2021-8-24,2021-8-24,2021-8-24,2021-12-17,2021-8-24,15,0,journal-article,2560
10.12688/openreseurope.13870.1,10.12688,Impact assessment methodology for connected and automated vehicles,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13870.1,2021-9-7,2021-9-7,2021-9-7,2021-12-17,2021-9-7,20,0,journal-article,2560
10.12688/openreseurope.13008.2,10.12688,"Testing a computational model of causative overgeneralizations: Child judgment and production data from English, Hebrew, Hindi, Japanese and K’iche’",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13008.2,2022-1-12,2022-1-12,2022-1-12,2022-1-26,2022-1-12,61,0,journal-article,2560
10.12688/openreseurope.13746.1,10.12688,An environmental evaluation framework for planning and monitoring of nature based solutions for sustainable urban management,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13746.1,2021-8-20,2021-8-20,2021-8-20,2022-2-14,2021-8-20,41,0,journal-article,2560
10.12688/openreseurope.14234.1,10.12688,"Leveraging capabilities for the creation of a smart, healthy and personalized breakfast: a case study of innovation ecosystems in the EU",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14234.1,2021-12-14,2021-12-14,2021-12-14,2022-2-14,2021-12-14,16,0,journal-article,2560
10.12688/openreseurope.13671.1,10.12688,The Salem simulator version 2.0: a tool for predicting the productivity of pure and mixed stands and simulating management operations,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13671.1,2021-6-4,2021-6-4,2021-6-4,2022-2-15,2021-6-4,41,1,journal-article,2560
10.12688/openreseurope.13293.2,10.12688,Building long-term vision for rural areas through multi-actor platforms: a preliminary study in the Emilia-Romagna region,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13293.2,2021-5-26,2021-5-26,2021-5-26,2021-12-10,2021-5-26,10,0,journal-article,2560
10.12688/openreseurope.13241.2,10.12688,Improving the touchscreen-based food approach-avoidance task: remediated block-order effects and initial findings regarding validity,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13241.2,2021-6-3,2021-6-3,2021-6-3,2021-12-10,2021-6-3,59,0,journal-article,2560
10.12688/openreseurope.13782.1,10.12688,The ecomorphology of Caribou (Rangifer tarandus): a geometric morphometric study.,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13782.1,2021-8-25,2021-8-25,2021-8-25,2022-2-1,2021-8-25,126,0,journal-article,2560
10.12688/openreseurope.14083.1,10.12688,A micro credential for interoperability,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14083.1,2021-9-15,2021-9-15,2021-9-15,2022-2-1,2021-9-15,42,0,journal-article,2560
10.12688/openreseurope.13317.1,10.12688,Protocol for ethyl methanesulphonate (EMS) mutagenesis application in rice,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13317.1,2021-3-24,2021-3-24,2021-3-24,2021-12-10,2021-3-24,17,0,journal-article,2560
10.12688/openreseurope.13705.1,10.12688,"Generational issues in linking family farming production, traditional food in diet, physical activity and obesity in Pacific Islands countries and territories: the case of the Melanesian population on Lifou Island",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13705.1,2021-11-11,2021-11-11,2021-11-11,2021-12-19,2021-11-11,58,0,journal-article,2560
10.12688/openreseurope.13621.1,10.12688,Measuring the impact of publicly funded open innovation programmes: the case of Data Market Services Accelerator,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13621.1,2021-6-18,2021-6-18,2021-6-18,2021-12-9,2021-6-18,18,0,journal-article,2560
10.12688/openreseurope.14133.1,10.12688,Ocean Lagrangian Trajectories (OLTraj): Lagrangian analysis for non-expert users,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14133.1,2021-9-30,2021-9-30,2021-9-30,2021-12-18,2021-9-30,16,0,journal-article,2560
10.12688/openreseurope.13806.2,10.12688,Digital twins for managing railway maintenance and resilience,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13806.2,2021-11-1,2021-11-1,2021-11-1,2021-12-19,2021-11-1,29,0,journal-article,2560
10.12688/openreseurope.13087.2,10.12688,A simple and cheap aerosol penetrometer for filter testing using an electronic cigarette.,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13087.2,2021-7-7,2021-7-7,2021-7-7,2021-12-19,2021-7-7,28,0,journal-article,2560
10.12688/openreseurope.13689.2,10.12688,Record linkage of population-based cohort data from minors with national register data: a scoping review and comparative legal analysis of four European countries,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13689.2,2021-9-27,2021-9-27,2021-9-27,2021-12-11,2021-9-27,90,0,journal-article,2560
10.12688/openreseurope.13362.1,10.12688,SESAME – a synchrotron light source in the Middle East: an international research infrastructure in the making,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13362.1,2021-5-17,2021-5-17,2021-5-17,2021-12-11,2021-5-17,0,0,journal-article,2560
10.12688/openreseurope.13502.1,10.12688,Spatial variability of urban forest topsoil properties: towards representative and robust sampling design,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13502.1,2021-4-29,2021-4-29,2021-4-29,2021-12-11,2021-4-29,39,0,journal-article,2560
10.12688/openreseurope.13217.1,10.12688,Academic promotion and leadership: ‘moving the needle’ for the enhancement of gender equality in Tunisian higher education institutional members of the RMEI network following the TARGET framework,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13217.1,2021-3-24,2021-3-24,2021-3-24,2021-12-11,2021-3-24,13,0,journal-article,2560
10.12688/openreseurope.13138.2,10.12688,Building a safety buffer for European food security: the role of small-scale food production and local ecological and gastronomic knowledge in light of COVID-19,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13138.2,2021-10-21,2021-10-21,2021-10-21,2022-3-2,2021-10-21,25,0,journal-article,2560
10.12688/openreseurope.13186.1,10.12688,"Naïve, unenculturated chimpanzees fail to make and use flaked stone tools",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13186.1,2021-3-24,2021-3-24,2021-3-24,2022-3-8,2021-3-24,55,1,journal-article,2560
10.12688/openreseurope.13738.1,10.12688,Spontaneity of nuclear fusion: a qualitative analysis via classical thermodynamics,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13738.1,2021-6-11,2021-6-11,2021-6-11,2021-12-21,2021-6-11,22,0,journal-article,2560
10.12688/openreseurope.14375.1,10.12688,Assessment of the efficacy of SARS-CoV-2 vaccines in non-human primate studies: a systematic review,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14375.1,2022-1-7,2022-1-7,2022-1-7,2022-1-8,2022-1-7,50,0,journal-article,2560
10.12688/openreseurope.13935.1,10.12688,Data from a survey on the impact of the pandemic on early-stage academics,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13935.1,2021-11-17,2021-11-17,2021-11-17,2022-2-8,2021-11-17,2,0,journal-article,2560
10.12688/openreseurope.13796.1,10.12688,Effective inter-organisational networks for Responsible Research and Innovation and global sustainability: a scoping review,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13796.1,2021-11-30,2021-11-30,2021-11-30,2022-2-8,2021-11-30,68,0,journal-article,2560
10.12688/openreseurope.13716.1,10.12688,Demoulding process assessment of elastomers in micro-textured moulds,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13716.1,2021-10-6,2021-10-6,2021-10-6,2022-2-24,2021-10-25,46,0,journal-article,2560
10.12688/openreseurope.13812.1,10.12688,Hydrogen production via aqueous-phase reforming for high-temperature proton exchange membrane fuel cells - a review,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13812.1,2021-7-20,2021-7-20,2021-7-20,2022-2-24,2021-7-20,95,0,journal-article,2560
