given,family,sequence,affiliation,DOI
Tomasz,Jarmakowski-Kostrzanowski,additional,"Nicolaus Copernicus University in Toruń, Poland",10.1177/2158244021989294
Masateru,Higashida,first,"Japan International Cooperation Agency, Tokyo, Japan + Aomori University of Health and Welfare, Aomori, Japan",10.1177/21582440211032656
Xi,Chen,first,"College of Foreign Studies, and School of Journalism and Communication, Jinan University, Guangzhou, China",10.1177/21582440211061532
Yazhou,Tong,additional,"Marxism College, Shanghai Normal University, Shanghai, China",10.1177/21582440211061532
Jinsheng,Zhang,additional,"College of Foreign Studies, and School of Journalism and Communication, Jinan University, Guangzhou, China",10.1177/21582440211061532
Liselotte,Eek-Karlsson,first,"Linnaeus University, Kalmar, Sweden",10.1177/2158244020988860
Bashir,Bello,first,"Federal University Gusau, Nigeria",10.1177/21582440211040117
Mustapaha Muhammad,Abdullahi,additional,"Federal University Gusau, Nigeria",10.1177/21582440211040117
Ahmet,Karakiraz,first,"Sakarya University, Turkey",10.1177/2158244021997417
Asuman,Üstündağ,additional,"Sakarya University, Turkey",10.1177/2158244021997417
Ayşegül,Karataş,additional,"Sakarya University, Turkey",10.1177/2158244021997417
Yasemin,Özdemir,additional,"Sakarya University, Turkey",10.1177/2158244021997417
Isaac Kofi,Mensah,first,"Jiangxi University of Science and Technology, Ganzhou, P.R. China",10.1177/21582440211029941
Guohua,Zeng,additional,"Jiangxi University of Science and Technology, Ganzhou, P.R. China",10.1177/21582440211029941
Chuanyong,Luo,additional,"East China Jiaotong University, Nanchang, P.R. China",10.1177/21582440211029941
Zhiwu,Xiao,additional,"Jiangxi University of Science and Technology, Ganzhou, P.R. China",10.1177/21582440211029941
Mengqiu,Lu,additional,"Jiangxi University of Science and Technology, Ganzhou, P.R. China",10.1177/21582440211029941
Makoto,Matsuo,first,"Hokkaido University, Sapporo City, Japan",10.1177/21582440211059167
Gentian,Qejvanaj,first,"Zhejiang University, Hangzhou, China",10.1177/21582440211023136
Hsin-Hao,Chen,first,"Southern Taiwan University of Science and Technology, Tainan City",10.1177/21582440211029932
Yu-Hsi,Yuan,additional,"Chinese Culture University, Taipei City",10.1177/21582440211029932
Emmanuel Kofi,Penney,first,"University of Professional Studies, Accra, Ghana",10.1177/21582440211023188
James,Agyei,additional,"University of Shanghai for Science & Technology, China",10.1177/21582440211023188
Eric Kofi,Boadi,additional,"Koforidua Technical University, Ghana",10.1177/21582440211023188
Eugene,Abrokwah,additional,"University of Shanghai for Science & Technology, China",10.1177/21582440211023188
Richmond,Ofori-Boafo,additional,"Kwame Nkrumah University of Science and Technology, Kumasi, Ghana",10.1177/21582440211023188
Ehsan,Daneshyar,first,"Girne American University, Kyrenia, Cyprus",10.1177/21582440211010690
Yan chao,Shi,first,"School of Business, Linyi University, Shandong, China",10.1177/21582440211046947
Un-Kon,Lee,additional,"College of Economics and Business Administration, The University of Suwon, Hwaseong, Gyeonggi, Republic of Korea",10.1177/21582440211046947
Alexander,Nanni,first,"Mahidol University International College, Salaya, Thailand",10.1177/2158244021998694
Stacy L.,Denny,first,"The University of the West Indies, Bridgetown, Barbados",10.1177/21582440211030278
Songqin,Ye,first,"School of Finance, Jiangxi Normal University, Nanchang, China",10.1177/21582440211005467
Jiangjiarui,Zeng,additional,"School of Finance, Jiangxi Normal University, Nanchang, China",10.1177/21582440211005467
Feimei,Liao,additional,"School of Accounting, Dongbei University of Finance & Economics, Dalian, China",10.1177/21582440211005467
Jin,Huang,additional,"School of Finance, Jiangxi Normal University, Nanchang, China",10.1177/21582440211005467
Jennifer L.,Thomson,first,"Messiah University, Mechanicsburg, PA, USA",10.1177/21582440211006393
Mustafa,Aslan,first,"Istanbul Arel University, Turkey",10.1177/21582440211061530
Hulya,Atesoglu,additional,"Istanbul Gelisim University Vocational School, Turkey",10.1177/21582440211061530
Bixi,Jin,first,"Beihang University, Beijing, China",10.1177/21582440211050401
Nabia Luqman,Siddiquei,first,"Beaconhouse National University, Lahore, Pakistan",10.1177/21582440211022324
Ruhi,Khalid,additional,"Beaconhouse National University, Lahore, Pakistan",10.1177/21582440211022324
Ning,He,first,"New York University Silver School of Social Work, USA",10.1177/21582440211061314
Charles M.,Cleland,additional,"New York University School of Medicine, USA",10.1177/21582440211061314
Marya,Gwadz,additional,"New York University Silver School of Social Work, USA",10.1177/21582440211061314
Dawa,Sherpa,additional,"New York University Silver School of Social Work, USA",10.1177/21582440211061314
Amanda S.,Ritchie,additional,"New York University Silver School of Social Work, USA",10.1177/21582440211061314
Belkis Y.,Martinez,additional,"Fordham University Graduate School of Education, New York, NY, USA",10.1177/21582440211061314
Linda M.,Collins,additional,"New York University School of Global Public Health, USA",10.1177/21582440211061314
Chengda,Liu,first,"Zhejiang University of Technology, Hangzhou, P. R. China",10.1177/21582440211015418
Huiwen,Zhou,additional,"Zhejiang University of Finance & Economics, Hangzhou, P. R. China",10.1177/21582440211015418
Hui,Liu,additional,"Zhejiang University of Finance & Economics, Hangzhou, P. R. China",10.1177/21582440211015418
Muhammad Nadeem,Mirza,first,"Quaid-i-Azam University, Islamabad, Pakistan",10.1177/21582440211032642
Hussain,Abbas,additional,"The Islamia University of Bahawalpur, Pakistan",10.1177/21582440211032642
Irfan Hasnain,Qaisrani,additional,"Bahria University, Islamabad, Pakistan",10.1177/21582440211032642
Ashish Aman,Sinha,first,"Indian Institute of Technology (ISM), Dhanbad, India",10.1177/21582440211047593
Hari Charan,Behera,additional,"Indian Statistical Institute, Giridih Branch of Kolkata, India",10.1177/21582440211047593
Ajit Kumar,Behura,additional,"Indian Institute of Technology (ISM), Dhanbad, India",10.1177/21582440211047593
Braja Bandhu,Swain,additional,"International Livestock Research Institute, New Delhi, India",10.1177/21582440211047593
Mengyuan,Cheng,first,"Jilin University, Changchun, China",10.1177/21582440211038245
Guoliang,Liu,additional,"Jilin University, Changchun, China",10.1177/21582440211038245
Yongshun,Xu,additional,"Jilin University, Changchun, China + Curtin University, Perth, Western Australia, Australia",10.1177/21582440211038245
Ming,Chi,additional,"Jilin University, Changchun, China",10.1177/21582440211038245
Chang,Chen,first,"Jeonbuk National University, Jeonju-si, Jeollabuk-do, Korea",10.1177/21582440211059180
Zhuoqi,Teng,additional,"Henan Finance University, Zhengzhou, China",10.1177/21582440211059180
Chunyi,Lu,additional,"Shanghai Lixin University of Accounting and Finance, Shanghai, China",10.1177/21582440211059180
Md. Alamgir,Hossain,additional,"Hajee Mohammad Danesh Science and Technology University, Dinajpur, Bangladesh",10.1177/21582440211059180
Yuantao,Fang,additional,"Shanghai Lixin University of Accounting and Finance, Shanghai, China",10.1177/21582440211059180
Nadia,Rashid,first,"Central University of Kashmir, Ganderbal, JK, India",10.1177/21582440211061385
Fayaz A.,Nika,additional,"Central University of Kashmir, Ganderbal, JK, India",10.1177/21582440211061385
George,Thomas,additional,"Department of Marketing, College of Business Administration, Prince Sultan University, Riyadh, Saudi Arabia",10.1177/21582440211061385
Pablo,Álvarez-Pérez,first,"ISCTE—University Institute of Lisbon, Portugal",10.1177/21582440211003086
Fernando,Relinque-Medina,additional,"Universidad de Huelva, Spain",10.1177/21582440211003086
Octavio,Vázquez-Aguado,additional,"Universidad de Huelva, Spain",10.1177/21582440211003086
Victor W.,Harris,additional,"University of Florida, Gainesville, USA",10.1177/21582440211003086
Nuworza,Kugbey,first,"University of Environment and Sustainable Development, Somanya, Ghana + University of KwaZulu-Natal, Durban, South Africa",10.1177/21582440211045077
Anna,Meyer-Weitz,additional,"University of KwaZulu-Natal, Durban, South Africa",10.1177/21582440211045077
Kwaku,Oppong Asante,additional,"University of Ghana, Accra, Ghana + University of the Free State, Bloemfontein, South Africa",10.1177/21582440211045077
Joel,Yarney,additional,"Korle-Bu Teaching Hospital, Accra, Ghana",10.1177/21582440211045077
Verna,Vanderpuye,additional,"Korle-Bu Teaching Hospital, Accra, Ghana",10.1177/21582440211045077
Qing,Xie,first,"Jiangnan University, Wuxi, P.R. China",10.1177/21582440211016553
Asma,Bashir,first,"Beaconhouse National University, Lahore, Pakistan + Wageningen University & Research, Wageningen, Gelderland, The Netherlands + Women University Multan, Pakistan",10.1177/21582440211056335
Dine,Brinkman,additional,"Wageningen University & Research, Wageningen, Gelderland, The Netherlands",10.1177/21582440211056335
Harm J. A.,Biemans,additional,"Wageningen University & Research, Wageningen, Gelderland, The Netherlands",10.1177/21582440211056335
Ruhi,Khalid,additional,"Beaconhouse National University, Lahore, Pakistan",10.1177/21582440211056335
Lyn M.,Van Swol,first,"University of Wisconsin–Madison, USA",10.1177/21582440211001852
Paul Hangsan,Ahn,additional,"University of Wisconsin–Madison, USA",10.1177/21582440211001852
Andrew,Prahl,additional,"Nanyang Technological University, Singapore",10.1177/21582440211001852
Zhenxing,Gong,additional,"Liaocheng University, China",10.1177/21582440211001852
Nai-Ying,Whang,first,"National Taiwan Normal University, Taiwan, R.O.C.",10.1177/21582440211006136
Anh Quang,Phan,first,"University of Zurich, Switzerland",10.1177/21582440211021392
Muhammad Usman,Arshad,first,"School of Finance, Central University of Finance and Economics, Beijing, China",10.1177/21582440211023189
Jeannie L.,Larberg,first,"Sumner-Bonney Lake School District, WA, USA",10.1177/21582440211014512
Leslie H.,Sherlin,additional,"Grand Canyon University, Phoenix, AZ, USA",10.1177/21582440211014512
Tove,Lundberg,first,"Lund University, Sweden",10.1177/21582440211040116
Stina,Melander,additional,"Lund University, Sweden",10.1177/21582440211040116
Mahasen S.,Al-Najar,first,"Department of Radiology, The University of Jordan Hospital, The University of Jordan, Amman, Jordan",10.1177/21582440211058716
Arwa,Nsairat,additional,"Faculty of Medicine, The University of Jordan, Amman, Jordan",10.1177/21582440211058716
Bushra,Nababteh,additional,"Faculty of Medicine, The University of Jordan, Amman, Jordan",10.1177/21582440211058716
Dania,Essam,additional,"Faculty of Medicine, The University of Jordan, Amman, Jordan",10.1177/21582440211058716
Dhelal,Tarawneh,additional,"Faculty of Medicine, The University of Jordan, Amman, Jordan",10.1177/21582440211058716
Nasr,Alrabadi,additional,"Department of Pharmacology, Faculty of Medicine, Jordan University of Science and Technology, Irbid, Jordan",10.1177/21582440211058716
Karem H.,Alzoubi,additional,"Department of Pharmacy Practice and Pharmacotherapeutics, University of Sharjah, Sharjah, UAE + Department of Clinical Pharmacy, Jordan University of Science and Technology, Irbid, Jordan",10.1177/21582440211058716
Sang Cheol,Park,first,"Daegu University, Gyeongsan, South Korea",10.1177/21582440211043929
Munkh-Erdene,Tserendulam,additional,"Daegu University, Gyeongsan, South Korea",10.1177/21582440211043929
Sung Yul,Ryoo,additional,"Daejin University, Pocheon, South Korea",10.1177/21582440211043929
Muhammad Nazrul,Islam,first,"Military Institute of Science and Technology (MIST), Dhaka, Bangladesh",10.1177/21582440211021407
Toki Tahmid,Inan,additional,"Military Institute of Science and Technology (MIST), Dhaka, Bangladesh",10.1177/21582440211021407
Fangfang,Chen,first,"Sun Yat-sen University, Guangzhou, China",10.1177/2158244020986155
Michael,Naylor,additional,"Auckland University of Technology, New Zealand",10.1177/2158244020986155
Yanning,Li,additional,"University of Surrey, Guildford, UK",10.1177/2158244020986155
Shanshan,Dai,additional,"Sun Yat-sen University, Guangzhou, China",10.1177/2158244020986155
Peng,Ju,additional,"Jinan University, Shenzhen, China",10.1177/2158244020986155
Dongxiao,Gu,first,"Hefei University of Technology, China + Key Laboratory of Process Optimization and Intelligent Decision-making of Ministry of Education, China",10.1177/21582440211027565
Salman,Khan,additional,"Hefei University of Technology, China",10.1177/21582440211027565
Ikram Ullah,Khan,additional,"University of Science & Technology Bannu, Pakistan",10.1177/21582440211027565
Safeer Ullah,Khan,additional,"Gomal University, Dera Ismail Khan, Pakistan",10.1177/21582440211027565
Yi,Xie,additional,"Hefei University of Technology, China",10.1177/21582440211027565
Xingguo,Li,additional,"Hefei University of Technology, China",10.1177/21582440211027565
Gongrang,Zhang,additional,"Hefei University of Technology, China",10.1177/21582440211027565
Yuqiu,Lu,first,"School of Public Administration, Sichuan University, Chengdu, China",10.1177/2158244021996702
Guowei,Li,additional,"Civil Aviation Flight University of China, Guanghan, China",10.1177/2158244021996702
Zhe,Luo,additional,"School of Public Administration, Sichuan University, Chengdu, China",10.1177/2158244021996702
Muhammad,Anwar,additional,"Witten Institute for Family Business University Witten/Herdecke, Germany",10.1177/2158244021996702
Yunju,Zhang,additional,"School of Public Administration, Sichuan University, Chengdu, China",10.1177/2158244021996702
Rikkert M.,van der Lans,first,"University of Groningen, The Netherlands + Leiden University Medical Center, The Netherlands",10.1177/21582440211040121
Ridwan,Maulana,additional,"University of Groningen, The Netherlands",10.1177/21582440211040121
Michelle,Helms-Lorenz,additional,"University of Groningen, The Netherlands",10.1177/21582440211040121
Carmen-María,Fernández-García,additional,"University of Oviedo, Spain",10.1177/21582440211040121
Seyeoung,Chun,additional,"Chungnam National University, Daejeon, South Korea",10.1177/21582440211040121
Thelma,de Jager,additional,"Tshwane University of Technology, Pretoria, South Africa",10.1177/21582440211040121
Yulia,Irnidayanti,additional,"State University of Jakarta, Indonesia",10.1177/21582440211040121
Mercedes,Inda-Caro,additional,"University of Oviedo, Spain",10.1177/21582440211040121
Okhwa,Lee,additional,"Chungbuk National University, Cheongju, South Korea",10.1177/21582440211040121
Thys,Coetzee,additional,"Tshwane University of Technology, Pretoria, South Africa",10.1177/21582440211040121
Nurul,Fadhilah,additional,"University of Indonesia, Jakarta, Indonesia",10.1177/21582440211040121
Meae,Jeon,additional,"Chungnam National University, Daejeon, South Korea",10.1177/21582440211040121
Peter,Moorer,additional,"University of Groningen, The Netherlands",10.1177/21582440211040121
Hailian,Qiu,first,"Hubei University, Wuhan, China",10.1177/21582440211006065
Ning,Wang,additional,"Zhongnan University of Economics and Law, Wuhan, China",10.1177/21582440211006065
Minglong,Li,additional,"Zhongnan University of Economics and Law, Wuhan, China",10.1177/21582440211006065
Zhen,Chen,first,"Lingnan Normal University, Zhanjiang, China + Guangdong Coastal Economic Belt Development Research Center, Zhanjiang, China",10.1177/2158244021994589
Anh,Nguyen Quoc,first,"University of Social Sciences and Humanities, Vietnam National University Hanoi, Hanoi, Vietnam",10.1177/21582440211054493
Minh Thang,Le,additional,"Hanoi University of Science and Technology, Hanoi, Vietnam",10.1177/21582440211054493
Hiep-Hung,Pham,additional,"Phu Xuan University, Hue, Vietnam + EdLab Asia Educational Research and Development Centre, Hanoi, Vietnam",10.1177/21582440211054493
Xiaoyan,Yu,first,"South China Normal University, Guangzhou, China",10.1177/21582440211040778
Shiyong,Wu,additional,"South China Normal University, Foshan, China",10.1177/21582440211040778
Wei,Chen,additional,"Huizhou University, China",10.1177/21582440211040778
Mingxi,Huang,additional,"South China Normal University, Guangzhou, China",10.1177/21582440211040778
Joseph E.,Cobbinah,first,"University of Ghana, Accra, Ghana",10.1177/21582440211022732
Emma Sarah,Eshun,additional,"University of Education, Winneba, Ghana",10.1177/21582440211022732
Gentian,Qejvanaj,first,"Zhejiang University, Hangzhou, P.R. China",10.1177/21582440211036107
Himani,Sharma,first,"International Institute for Population Sciences, Mumbai, India",10.1177/21582440211024615
S. K.,Singh,additional,"International Institute for Population Sciences, Mumbai, India",10.1177/21582440211024615
Shobhit,Srivastava,additional,"International Institute for Population Sciences, Mumbai, India",10.1177/21582440211024615
Xia,Tiantian,first,"Jiangxi University of Technology, Nanchang, China",10.1177/21582440211027960
Zhang,Zhenduo,additional,"Dalian University of Techonology, Dalian, China",10.1177/21582440211027960
Xiao,Huan,additional,"Harbin Institute of Technology, Heilongjiang, China",10.1177/21582440211027960
Xiu,Jing,additional,"University of Chinese Academy of Social Sciences, Beijing, China",10.1177/21582440211027960
Jia,Wentong,additional,"Hebei Normal University, Shijiazhuang, China",10.1177/21582440211027960
Yu,Kanazawa,first,"Kwansei Gakuin University, Nishinomiya, Japan",10.1177/21582440211032153
Wenting,Yu,first,"Soochow University, Suzhou, China",10.1177/21582440211037984
Bo,Zhou,additional,"Dalian University of Technology, China",10.1177/21582440211037984
Jianjun,Liu,additional,"Dalian University of Technology, China",10.1177/21582440211037984
Klara Skubic,Ermenc,first,"University of Ljubljana, Slovenia",10.1177/21582440211032154
Jana,Kalin,additional,"University of Ljubljana, Slovenia",10.1177/21582440211032154
Jasna,Mažgon,additional,"University of Ljubljana, Slovenia",10.1177/21582440211032154
Billy Tat Wai,Yu,first,"Macao Polytechnic Institute, Macao SAR, P.R. China",10.1177/21582440211015723
Wai Ming,To,additional,"Macao Polytechnic Institute, Macao SAR, P.R. China",10.1177/21582440211015723
Fawwaz,Awamleh,first,"Near East University, Nicosia, Turkey",10.1177/21582440211015201
Ahmet,Ertugan,additional,"Near East University, Nicosia, Turkey",10.1177/21582440211015201
Shetu Ranjan,Biswas,first,"Department of Management, University of Chittagong, Bangladesh",10.1177/21582440211006054
Mouri,Dey,additional,"Department of Accounting, University of Chittagong, Bangladesh",10.1177/21582440211006054
Swadip,Bhattacharjee,additional,"Department of Management, University of Chittagong, Bangladesh",10.1177/21582440211006054
Md. Aftab,Uddin,additional,"Department of Human Resource Management, University of Chittagong, Bangladesh",10.1177/21582440211006054
Shu Ping,Chuang,first,Zuoying Branch of Kaohsiung Armed Forces General Hospital,10.1177/21582440211054477
Jo Yung Wei,Wu,additional,"Good-Day Psychology Clinic, Tainan",10.1177/21582440211054477
Chien Shu,Wang,additional,Kaohsiung Armed Forces General Hospital,10.1177/21582440211054477
Chen-Wei,Yu,first,"Taoyuan Armed Forces General Hospital, Taiwan",10.1177/21582440211055721
Cheng-Min,Chao,additional,"National Taichung University of Science and Technology, Taiwan",10.1177/21582440211055721
Che-Fu,Chang,additional,"Taoyuan Armed Forces General Hospital, Taiwan",10.1177/21582440211055721
Rueg-Juen,Chen,additional,"Taoyuan Armed Forces General Hospital, Taiwan + National Defense Medical Center, Taiwan",10.1177/21582440211055721
Po-Chung,Chen,additional,"Taoyuan Armed Forces General Hospital, Taiwan + National Defense Medical Center, Taiwan",10.1177/21582440211055721
Yi-Xuan,Liu,additional,"National Taichung University of Science and Technology, Taiwan",10.1177/21582440211055721
Dawood Ahmed,Mahdi,first,"Faculty of Languages and Translation, King Khalid University, Abha, Kingdom of Saudi Arabia",10.1177/21582440221079811
JunNa,Liu,first,"Fudan University, Shanghai, China",10.1177/21582440221079795
XiaoLing,Wang,additional,"Shanghai Normal University, Shanghai, China",10.1177/21582440221079795
YunZhang,Hou,additional,"Fudan University, Shanghai, China",10.1177/21582440221079795
Xin,Zhao,first,"Northeastern University at Qinhuangdao, Shenyang, Liaoning, China",10.1177/21582440221079804
Guillermo M.,Cejudo,first,"Center for Research and Teaching in Economics, Mexico City, Mexico",10.1177/21582440211032161
Cynthia L.,Michel,additional,"Center for Research and Teaching in Economics, Mexico City, Mexico",10.1177/21582440211032161
Unti,Ludigdo,first,"University of Brawijaya, Malang, Indonesia",10.1177/21582440211041099
Ali,Mashuri,additional,"University of Brawijaya, Malang, Indonesia",10.1177/21582440211041099
Muhammad Azeem,Ashraf,first,"Hunan University, Changsha, China",10.1177/21582440211030623
Samson Maekele,Tsegay,additional,"Anglia Ruskin University, Cambridge, UK",10.1177/21582440211030623
Yang,Meijia,additional,"Hunan University, Changsha, China",10.1177/21582440211030623
Angels,Niñerola,first,"Rovira i Virgili University, Reus, Spain",10.1177/21582440211068493
Ana-Beatriz,Hernández-Lara,additional,"Rovira i Virgili University, Reus, Spain",10.1177/21582440211068493
María-Victoria,Sánchez-Rebull,additional,"Rovira i Virgili University, Reus, Spain",10.1177/21582440211068493
Xueli,Li,first,"Hainan University, Haikou, China",10.1177/21582440211067243
Songtao,Geng,additional,"Hainan University, Haikou, China",10.1177/21582440211067243
Suyu,Liu,additional,"Zhongnan University of Economics and Law, Wuhan, China",10.1177/21582440211067243
Waheed,Hammad,first,"College of Education, Sultan Qaboos University, Muscat, Sultanate of Oman",10.1177/21582440211032668
Wajeha,Al-Ani,additional,"College of Education, Sultan Qaboos University, Muscat, Sultanate of Oman",10.1177/21582440211032668
Hülya,Tuncer,first,"English Language Teaching Department, Faculty of Education, Çukurova University, Adana, Turkey",10.1177/21582440221079888
Tuçe Öztürk,Karataş,additional,"English Language Teaching Department, Faculty of Education, Mersin University, Mersin, Turkey",10.1177/21582440221079888
Minhas,Akbar,first,"COMSATS University Islamabad, Sahiwal Campus, Pakistan",10.1177/21582440211015705
Ahsan,Akbar,additional,"Guangzhou College of South China University of Technology, China",10.1177/21582440211015705
Muhammad Umar,Draz,additional,"Canadore College, Toronto, Ontario, Canada",10.1177/21582440211015705
Hwan,Namgung,first,"Seoul National University of Education, Republic of Korea",10.1177/21582440221079909
Milagros,Sáinz,first,"Universitat Oberta de Catalunya, Castelldefels, Barcelona, Spain",10.1177/21582440211047573
Jordi,Solé,additional,"Universitat Oberta de Catalunya, Castelldefels, Barcelona, Spain",10.1177/21582440211047573
Sergi,Fàbregues,additional,"Universitat Oberta de Catalunya, Castelldefels, Barcelona, Spain",10.1177/21582440211047573
Sara,García-Cuesta,additional,"Universidad de La Laguna, Islas Canarias, Spain",10.1177/21582440211047573
Eric,Brunelle,first,"HEC Montreal, Quebec, Canada",10.1177/2158244020985516
Jo-Annie,Fortin,additional,"HEC Montreal, Quebec, Canada",10.1177/2158244020985516
Zhu,Weimin,first,"School of Business, Zhengzhou University, Henan, China",10.1177/21582440211061580
Muhammad,Zubair Chishti,additional,"School of Business, Zhengzhou University, Henan, China + School of Economics, Quaid I Azam University, Islamabad, Pakistan",10.1177/21582440211061580
Shakil,Ahmad,first,"Prince Sultan University, Riyadh, Saudi Arabia",10.1177/21582440211046934
Shafiq,Ur Rehman,additional,"University of the Punjab, Lahore, Pakistan",10.1177/21582440211046934
Abid,Iqbal,additional,"Prince Sultan University, Riyadh, Saudi Arabia",10.1177/21582440211046934
Rai Khalid,Farooq,additional,"Imam Abdulrahman Bin Faisal University, Dammam, Saudi Arabia",10.1177/21582440211046934
Arslan,Shahid,additional,"University of Engineering and Technology, Taxila, Pakistan",10.1177/21582440211046934
Muhammad Ikram,Ullah,additional,"Jouf University, Skaka, Al-Jouf, Saudi Arabia",10.1177/21582440211046934
Yibin,Li,first,"Huaqiao University, Quanzhou, China",10.1177/21582440211021406
Guiqing,Zhang,additional,"Huaqiao University, Quanzhou, China",10.1177/21582440211021406
Longjun,Liu,additional,"Huaqiao University, Quanzhou, China",10.1177/21582440211021406
A.,Reeves,first,"The University of Adelaide, SA, Australia",10.1177/21582440211000049
P.,Delfabbro,additional,"The University of Adelaide, SA, Australia",10.1177/21582440211000049
D.,Calic,additional,"Defence Science and Technology, Edinburgh, SA, Australia",10.1177/21582440211000049
Cho-Min,Lin,first,"Providence University, Taichung",10.1177/21582440221079915
Ming-Chung,Chang,additional,"Chihlee University of Technology, New Taipei City",10.1177/21582440221079915
Yi-Hui,Chao,additional,"Providence University, Taichung",10.1177/21582440221079915
José M.,Ortiz-Lozano,first,"Departamento de Métodos Cuantitativos, Facultad de Ciencias Económicas y Empresariales, Universidad Pontificia Comillas, Madrid, Spain",10.1177/21582440221079843
Pedro C.,Martínez-Morán,additional,"Departamento de Gestón Empresarial, Facultad de Ciencias Económicas y Empresariales, Universidad Pontificia Comillas, Madrid, España",10.1177/21582440221079843
Víctor L.,de Nicolás,additional,"Departamento de Métodos Cuantitativos, Facultad de Ciencias Económicas y Empresariales, Universidad Pontificia Comillas, Madrid, Spain",10.1177/21582440221079843
Songtao,Geng,first,"School of Tourism, Hainan University, Haikou, China + School of Tourism, Xinjiang University of Finance and Economics, Urumqi, China",10.1177/2158244020981064
Suyu,Liu,additional,"School of Public Finance and Taxation, Zhongnan University of Economics and Law, Wuhan, China + United Nations Industrial Development Organization (UNIDO), Vienna, Austria",10.1177/2158244020981064
Xuelin,Liao,additional,"School of Tourism, Hainan University, Haikou, China",10.1177/2158244020981064
Warren,Kealy-Bateman,first,"University of Wollongong, New South Wales, Australia + Western NSW Local Health District, Dubbo, Australia",10.1177/21582440211016836
Georgina M.,Gorman,additional,"Central Coast Local Health District, Gosford, New South Wales, Australia",10.1177/21582440211016836
Adam P.,Carroll,additional,"Sydney Local Health District, New South Wales, Australia",10.1177/21582440211016836
Ahmed,Masrai,first,"King Abdulaziz Military Academy, Riyadh, Saudi Arabia",10.1177/21582440221074355
Sana,Mumtaz,first,"FAST School of Management, NUCES, Islamabad, Pakistan",10.1177/21582440221079638
Sadia,Nadeem,additional,"FAST School of Management, NUCES, Islamabad, Pakistan",10.1177/21582440221079638
Hatice,Deveci Şirin,first,"Selcuk University, Konya, Turkey",10.1177/21582440211006056
Rana,Şen Doğan,additional,"Manisa Celal Bayar University, Turkey",10.1177/21582440211006056
Lokman Mohd,Tahir,first,"Universiti Teknologi Malaysia, Skudai, Malaysia",10.1177/21582440211000052
Narina A.,Samah,additional,"Universiti Teknologi Malaysia, Skudai, Malaysia",10.1177/21582440211000052
Mohd Hilmi,Hamzah,additional,"Universiti Utara Malaysia, Kedah, Malaysia",10.1177/21582440211000052
Abdul Halim,Abdullah,additional,"Universiti Teknologi Malaysia, Skudai, Malaysia",10.1177/21582440211000052
Mohd Fadzli,Ali,additional,"Universiti Teknologi Malaysia, Skudai, Malaysia",10.1177/21582440211000052
Sanitah,Mohd Yusof,additional,"Universiti Teknologi Malaysia, Skudai, Malaysia",10.1177/21582440211000052
Seungsu,Lee,first,"University of California, Davis, USA",10.1177/21582440221079890
Jaeho,Cho,additional,"University of California, Davis, USA",10.1177/21582440221079890
Rotimi Felix,Afolabi,first,"University of Ibadan, Ibadan, Nigeria + North-West University, Mmabatho, South Africa",10.1177/21582440221079920
Martin Enock,Palamuleni,additional,"North-West University, Mmabatho, South Africa",10.1177/21582440221079920
Nazima,Ellahi,first,"Foundation University Islamabad, Pakistan",10.1177/21582440211006029
Adiqa Kausar,Kiani,additional,"Federal Urdu University Islamabad, Pakistan",10.1177/21582440211006029
Muhammad,Awais,additional,"Foundation University Islamabad, Rawalpindi, Pakistan",10.1177/21582440211006029
Hina,Affandi,additional,"Foundation University Islamabad, Rawalpindi, Pakistan",10.1177/21582440211006029
Rabia,Saghir,additional,"Foundation University Islamabad, Rawalpindi, Pakistan",10.1177/21582440211006029
Sarah,Qaim,additional,"Foundation University Islamabad, Rawalpindi, Pakistan",10.1177/21582440211006029
Olga,Kassotaki,first,"University of Warwick, Coventry, UK",10.1177/21582440221082127
Suresh,Gopal,first,"CHRIST University, Bangalore, Karnataka, India",10.1177/21582440221079885
Prakash,Malliasamy,additional,"CHRIST University, Bangalore, Karnataka, India",10.1177/21582440221079885
Aitor,Rovira,first,"University College London, UK + Oxford Health NHS Foundation Trust, UK + University of Oxford, UK",10.1177/21582440211040076
Richard,Southern,additional,"Bournemouth University, Poole, UK",10.1177/21582440211040076
David,Swapp,additional,"University College London, UK",10.1177/21582440211040076
Claire,Campbell,additional,"Ulster University, Coleraine, UK",10.1177/21582440211040076
Jian J.,Zhang,additional,"Bournemouth University, Poole, UK",10.1177/21582440211040076
Mark,Levine,additional,"Lancaster University, UK",10.1177/21582440211040076
Mel,Slater,additional,"University College London, UK + University of Barcelona, Spain",10.1177/21582440211040076
Zhao,Jiang,first,"Business School, Shaoxing University, Zhejiang Province, China + Zhejiang University of Finance & Economics, Hangzhou, China",10.1177/21582440221082132
Dan,Wu,additional,"Business School, Shaoxing University, Zhejiang Province, China",10.1177/21582440221082132
Hio Tong,Kuan,first,"University of Windsor, ON, Canada",10.1177/21582440221079923
Charlene Y.,Senn,additional,"University of Windsor, ON, Canada",10.1177/21582440221079923
Donna M.,Garcia,additional,"California State University, San Bernardino, USA",10.1177/21582440221079923
Hao-Fan,Chumg,first,"National Chin-Yi University of Technology, Taichung City, Taiwan",10.1177/21582440221079924
Jia-Wen,Shin,additional,"University of Greenwich, London, UK",10.1177/21582440221079924
