DOI,prefix,title,language,container-title,ISSN,publisher,URL,issued,published,published-online,indexed,created,reference-count,is-referenced-by-count,type,member
10.12688/f1000research.53713.1,10.12688,"Preventive effect of Nigella sativa on M1/M2 ratio, reducing risk of endothelial dysfunction in cigarette smoked Wistars",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.53713.1,2021-9-13,2021-9-13,2021-9-13,2021-12-19,2021-9-13,44,0,journal-article,2560
10.12688/f1000research.54813.1,10.12688,Dermatoglyphics and abdominal resistance in female children and adolescents: a cross-sectional study,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.54813.1,2021-9-21,2021-9-21,2021-9-21,2021-12-20,2021-9-21,25,0,journal-article,2560
10.12688/f1000research.25713.2,10.12688,VIRdb 2.0: Interactive analysis of comorbidity conditions associated with vitiligo pathogenesis using co-expression network-based approach,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.25713.2,2021-2-1,2021-2-1,2021-2-1,2021-12-20,2021-2-1,39,0,journal-article,2560
10.12688/f1000research.23246.3,10.12688,The association of socio-demographic and environmental factors on childhood diarrhea in Cambodia,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.23246.3,2021-4-12,2021-4-12,2021-4-12,2021-12-15,2021-4-12,37,0,journal-article,2560
10.12688/f1000research.73895.1,10.12688,Population variation in Y-chromosome microdeletion and its role in the evaluation of male infertility management: a systematic review,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.73895.1,2021-12-6,2021-12-6,2021-12-6,2021-12-15,2021-12-6,26,0,journal-article,2560
10.12688/f1000research.50980.1,10.12688,Closing the communication gap in neonatal inter-hospital transfer: a neonatal referral form for resource-limited settings - a modified e-Delphi-consensus study,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.50980.1,2021-5-10,2021-5-10,2021-5-10,2021-12-15,2021-5-10,33,0,journal-article,2560
10.12688/f1000research.73869.1,10.12688,Project PaThWay: protocol for a school-based health promotion intervention for prevention of non-communicable diseases (NCDs) behavioral risk factors,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.73869.1,2021-10-18,2021-10-18,2021-10-18,2021-12-15,2021-10-19,41,0,journal-article,2560
10.12688/f1000research.74403.1,10.12688,Palliative care and good death in acute diseases: a scoping review protocol,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.74403.1,2021-11-12,2021-11-12,2021-11-12,2021-12-15,2021-11-12,19,0,journal-article,2560
10.12688/f1000research.52435.1,10.12688,"Occupational therapy and Beery VMI scores of children with autism spectrum disorder, brachial plexus injury, and cerebral palsy",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.52435.1,2021-6-29,2021-6-29,2021-6-29,2021-12-15,2021-6-29,19,0,journal-article,2560
10.12688/f1000research.21397.2,10.12688,"The relationship between Helicobacter pylori infection and intestinal parasites in individuals from Khartoum state, Sudan: a case-control study",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.21397.2,2021-1-18,2021-1-18,2021-1-18,2021-12-20,2021-1-18,25,0,journal-article,2560
10.12688/f1000research.51900.2,10.12688,ContactJ: Characterization of lipid droplet-mitochondrial contacts using fluorescence microscopy and image analysis,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.51900.2,2022-1-18,2022-1-18,2022-1-18,2022-2-3,2022-1-31,13,0,journal-article,2560
10.12688/f1000research.54233.2,10.12688,Case Report: Cerebral venous thrombosis revealing celiac disease,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.54233.2,2021-9-10,2021-9-10,2021-9-10,2022-2-4,2021-9-10,17,0,journal-article,2560
10.12688/f1000research.51684.2,10.12688,Patient perspectives on home-based rehabilitation exercise and general physical activity after total hip arthroplasty: A qualitative study (PHETHAS-2),en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.51684.2,2022-2-4,2022-2-4,2022-2-4,2022-2-4,2022-2-4,26,0,journal-article,2560
10.12688/f1000research.73777.1,10.12688,Protofibril formation: decreased total glutathione concentration as an early indicator of neuron damage in the brainstems of Wistar rats treated with rotenone,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.73777.1,2021-11-15,2021-11-15,2021-11-15,2022-2-4,2021-11-15,39,0,journal-article,2560
10.12688/f1000research.52906.1,10.12688,Health profession readiness for interprofessional education in the Central Appalachia: a cross-sectional study,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.52906.1,2021-7-9,2021-7-9,2021-7-9,2021-12-15,2021-7-9,13,0,journal-article,2560
10.12688/f1000research.36394.1,10.12688,Effect of Transcranial Direct Current Stimulation associated with aerobic exercise on the autonomic modulation of hemiparetic individuals due to stroke: a study protocol for a double-blind randomized controlled trial,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.36394.1,2021-3-8,2021-3-8,2021-3-8,2021-12-15,2021-3-8,38,0,journal-article,2560
10.12688/f1000research.52268.1,10.12688,Ehlers-Danlos syndrome kyphoscoliotic type 2 caused by mutations in the FKBP14 gene: an analysis of five cases,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.52268.1,2021-6-25,2021-6-25,2021-6-25,2021-12-20,2021-6-25,13,0,journal-article,2560
10.12688/f1000research.25738.3,10.12688,maxRatio improves the detection of samples with abnormal amplification profiles on QIAgen’s artus HIV-1 qPCR assay,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.25738.3,2021-8-31,2021-8-31,2021-8-31,2021-12-20,2021-8-31,15,0,journal-article,2560
10.12688/f1000research.51646.1,10.12688,Use of the bar chart/S-curve and computerized precedence diagram method on scheduling and controlling building construction projects by contractors: a cross-sectional study,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.51646.1,2021-4-12,2021-4-12,2021-4-12,2021-12-20,2021-4-12,13,0,journal-article,2560
10.12688/f1000research.21145.3,10.12688,Australian state influenza notifications and school holiday closures in 2019,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.21145.3,2021-5-26,2021-5-26,2021-5-26,2021-12-20,2021-5-26,22,0,journal-article,2560
10.12688/f1000research.73402.1,10.12688,An examination of determinants for e-wallet adoption in Malaysia: a combined approach,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.73402.1,2021-11-15,2021-11-15,2021-11-15,2021-12-20,2021-11-15,53,0,journal-article,2560
10.12688/f1000research.52783.1,10.12688,Novel Twenty20 batting simulations: a strategy for research and improved practice,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.52783.1,2021-5-21,2021-5-21,2021-5-21,2021-12-20,2021-5-21,12,1,journal-article,2560
10.12688/f1000research.40669.1,10.12688,Annotating clause boundary labels to the written composition corpus of Japanese elementary and junior high school students,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.40669.1,2021-7-14,2021-7-14,2021-7-14,2021-12-20,2021-7-14,18,0,journal-article,2560
10.12688/f1000research.26254.2,10.12688,Multi-parametric characterization of drug effects on cells,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.26254.2,2021-1-21,2021-1-21,2021-1-21,2021-12-19,2021-1-21,67,0,journal-article,2560
10.12688/f1000research.74378.1,10.12688,"Epidemiology of first cases of SARS-CoV-2 infection, from March to April 2020 and molecular characterization of the spike protein, in Gabon",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.74378.1,2022-2-17,2022-2-17,2022-2-17,2022-2-17,2022-2-17,22,0,journal-article,2560
10.12688/f1000research.75010.1,10.12688,Treatment profiles and trajectories surrounding the diagnosis of major depressive disorder: a research protocol for a Danish register-based study.,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.75010.1,2022-2-16,2022-2-16,2022-2-16,2022-2-17,2022-2-16,32,0,journal-article,2560
10.12688/f1000research.52769.1,10.12688,Cost and pollution by the use of xylene in cervical cytology in four Peruvian hospitals,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.52769.1,2021-8-25,2021-8-25,2021-8-25,2022-2-22,2021-8-25,26,0,journal-article,2560
10.12688/f1000research.27345.3,10.12688,Standardizing a unique renewable energy supply chain: the SURESC Model,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.27345.3,2021-11-15,2021-11-15,2021-11-15,2021-12-9,2021-11-15,45,0,journal-article,2560
10.12688/f1000research.27874.3,10.12688,"Chlorpyrifos and other pesticide exposure and suspected developmental delay in children aged under 5 years: a case-control study in Phitsanulok, Thailand",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.27874.3,2021-5-12,2021-5-12,2021-5-12,2021-12-9,2021-5-12,39,0,journal-article,2560
10.12688/f1000research.27384.1,10.12688,Meta-Signer: Metagenomic Signature Identifier based onrank aggregation of features,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.27384.1,2021-3-9,2021-3-9,2021-3-9,2021-12-9,2021-3-9,36,1,journal-article,2560
10.12688/f1000research.72865.1,10.12688,The impact of testing and treatment on the dynamics of Hepatitis B virus,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.72865.1,2021-9-17,2021-9-17,2021-9-17,2021-12-18,2021-9-17,12,0,journal-article,2560
10.12688/f1000research.25525.2,10.12688,Increase in public interest concerning alternative medicine during the COVID-19 pandemic in Indonesia: a Google Trends study,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.25525.2,2021-2-25,2021-2-25,2021-2-25,2021-12-18,2021-2-25,37,1,journal-article,2560
10.12688/f1000research.55655.1,10.12688,Case Report: Scientific Dissemination as a Mediator of the Research Consolidation Process: Proposals for Institutionalization,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.55655.1,2021-9-3,2021-9-3,2021-9-3,2021-12-18,2021-9-3,14,0,journal-article,2560
10.12688/f1000research.25247.3,10.12688,Alleviative effects of Faradarmani Consciousness Field on Triticum aestivum L. under salinity stress,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.25247.3,2021-3-17,2021-3-17,2021-3-17,2021-12-9,2021-3-17,54,0,journal-article,2560
10.12688/f1000research.51868.1,10.12688,Antibiotic Drug screening and Image Characterization Toolbox (A.D.I.C.T.): a robust imaging workflow to monitor antibiotic stress response in bacterial cells in vivo,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.51868.1,2021-4-6,2021-4-6,2021-4-6,2021-12-9,2021-4-6,33,1,journal-article,2560
10.12688/f1000research.36394.2,10.12688,Effect of Transcranial Direct Current Stimulation associated with aerobic exercise on the autonomic modulation of hemiparetic individuals due to stroke: a study protocol for a double-blind randomized controlled trial,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.36394.2,2021-10-11,2021-10-11,2021-10-11,2021-12-10,2021-10-11,61,0,journal-article,2560
10.12688/f1000research.73094.1,10.12688,Efficacy of mesenchymal stromal cells in preclinical models of necrotizing enterocolitis: a systematic review protocol,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.73094.1,2021-10-5,2021-10-5,2021-10-5,2021-12-10,2021-10-5,51,0,journal-article,2560
10.12688/f1000research.73067.1,10.12688,EMI radiation of power transmission lines in Malaysia,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.73067.1,2021-11-10,2021-11-10,2021-11-10,2022-2-24,2021-11-10,14,0,journal-article,2560
10.12688/f1000research.53698.1,10.12688,Approaches for containerized scientific workflows in cloud environments with applications in life science,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.53698.1,2021-6-29,2021-6-29,2021-6-29,2021-12-14,2021-6-29,40,0,journal-article,2560
10.12688/f1000research.53287.1,10.12688,SureTypeSCR: R package for rapid quality control and genotyping of SNP arrays from single cells,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.53287.1,2021-9-21,2021-9-21,2021-9-21,2021-12-14,2021-9-21,15,0,journal-article,2560
10.12688/f1000research.53842.1,10.12688,Python for gene expression,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.53842.1,2021-8-31,2021-8-31,2021-8-31,2021-12-14,2021-8-31,35,0,journal-article,2560
10.12688/f1000research.52381.1,10.12688,COVID-19 associated spontaneous barotrauma: a literature review,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.52381.1,2021-5-21,2021-5-21,2021-5-21,2021-12-14,2021-5-21,27,0,journal-article,2560
10.12688/f1000research.51210.1,10.12688,An exploratory study of social media users’ engagement with COVID-19 vaccine-related content,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.51210.1,2021-3-24,2021-3-24,2021-3-24,2021-12-9,2021-3-24,29,2,journal-article,2560
10.12688/f1000research.26848.2,10.12688,CompoundHetVIP: Compound Heterozygous Variant Identification Pipeline,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.26848.2,2021-2-10,2021-2-10,2021-2-10,2021-12-9,2021-2-11,32,0,journal-article,2560
10.12688/f1000research.26008.2,10.12688,Minimally invasive (flapless) crown lengthening by erbium:YAG laser in aesthetic zone,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.26008.2,2021-1-22,2021-1-22,2021-1-22,2021-12-18,2021-1-22,22,0,journal-article,2560
10.12688/f1000research.51845.1,10.12688,"Atypical odontalgia and trigeminal neuralgia: psychological, behavioural and psychopharmacologic approach – an overview of the pathologies related to the challenging differential diagnosis in orofacial pain",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.51845.1,2021-4-23,2021-4-23,2021-4-23,2021-12-18,2021-4-23,60,0,journal-article,2560
10.12688/f1000research.54245.2,10.12688,Dataset of the adoption of digital tools for research sharing among academics in African Varsities during the COVID-19 pandemic in 2020,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.54245.2,2022-3-2,2022-3-2,2022-3-2,2022-3-5,2022-3-2,14,0,journal-article,2560
10.12688/f1000research.109577.1,10.12688,Recurrence in Plasmodium vivax malaria: a prospective cohort study with long follow-up from a coastal region in South-West India,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.109577.1,2022-3-4,2022-3-4,2022-3-4,2022-3-5,2022-3-4,17,0,journal-article,2560
10.12688/f1000research.108816.1,10.12688,Demographical domains and clinico-radiological characteristics of study cohorts with simultaneous multiple intracerebral hemorrhages in a tertiary neurosurgical center in Nepal: a cross-sectional study,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.108816.1,2022-2-7,2022-2-7,2022-2-7,2022-3-7,2022-2-7,12,0,journal-article,2560
10.12688/f1000research.54046.1,10.12688,Perception and awareness of COVID-19 among health science students and staff of Kuwait University: An online cross-sectional study,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.54046.1,2021-7-14,2021-7-14,2021-7-14,2021-12-11,2021-7-14,31,0,journal-article,2560
10.12688/f1000research.53235.1,10.12688,"The role of single nucleotide polymorphisms of IL-1A -889C>T (rs1800587), TNF-A -238G>A (rs361525), and VDR TaqI (rs731236) on susceptibility to herniated nucleus pulposus",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.53235.1,2021-5-25,2021-5-25,2021-5-25,2021-12-11,2021-5-25,73,0,journal-article,2560
10.12688/f1000research.53652.1,10.12688,"Case Report: Reinfection of COVID-19, with second infection less severe",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.53652.1,2021-7-15,2021-7-15,2021-7-15,2021-12-19,2021-7-15,27,0,journal-article,2560
10.12688/f1000research.55156.2,10.12688,Comparing carbon emissions between online and in-person study for a cohort of overseas students: A retrospective cohort study,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.55156.2,2021-9-7,2021-9-7,2021-9-7,2021-12-19,2021-9-7,12,0,journal-article,2560
10.12688/f1000research.74299.1,10.12688,"Case Report: Isolated, unilateral oculomotor palsy with anti-GQ1b antibody following COVID-19 vaccination",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.74299.1,2021-11-11,2021-11-11,2021-11-11,2021-12-19,2021-11-11,25,0,journal-article,2560
10.12688/f1000research.23524.3,10.12688,Revisiting early-stage COVID-19 strategy options,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.23524.3,2021-4-23,2021-4-23,2021-4-23,2021-12-19,2021-4-23,48,0,journal-article,2560
10.12688/f1000research.73884.1,10.12688,Efficacy safety and immunogenicity of rurioctocog alfa pegol for prophylactic treatment in previously treated patients with severe hemophilia A: a systematic review and meta-analysis of clinical trials,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.73884.1,2021-10-15,2021-10-15,2021-10-15,2021-12-19,2021-10-15,40,0,journal-article,2560
10.12688/f1000research.51094.1,10.12688,Case Report: Ziprasidone induced neuroleptic malignant syndrome,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.51094.1,2021-2-17,2021-2-17,2021-2-17,2021-12-8,2021-2-17,16,1,journal-article,2560
10.12688/f1000research.22432.5,10.12688,Does standard cosmology really predict the cosmic microwave background?,en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.22432.5,2021-2-19,2021-2-19,2021-2-19,2021-12-12,2021-2-19,34,0,journal-article,2560
10.12688/f1000research.52661.1,10.12688,"General public’s knowledge and practices on face mask use during the COVID-19 pandemic: a cross-sectional exploratory survey from Dharan, Nepal",en,F1000Research,2046-1402,F1000 Research Ltd,http://dx.doi.org/10.12688/f1000research.52661.1,2021-5-12,2021-5-12,2021-5-12,2021-12-12,2021-5-12,33,1,journal-article,2560
