given,family,sequence,affiliation,DOI
Vinny,Naidoo,additional,"Department of Paraclinical Science, University of Pretoria, Onderstepoort, Pretoria, South Africa",10.7717/peerj.12002
Yan,Zhu,first,"The Second Affiliated Hospital of Guangxi Medical University, Department of Nephrology, Nanning, Guangxi, China + The First Affiliated Hospital, Department of Nephrology, Hengyang Medical School, University of South China, Hengyang, Hunan, China",10.7717/peerj.12377
Jinlan,Rao,additional,"The Second Affiliated Hospital of Guangxi Medical University, Department of Nephrology, Nanning, Guangxi, China",10.7717/peerj.12377
Jingsi,Wei,additional,"The Second Affiliated Hospital of Guangxi Medical University, Department of Nephrology, Nanning, Guangxi, China",10.7717/peerj.12377
Liu,Liu,additional,"The Second Affiliated Hospital of Guangxi Medical University, Department of Nephrology, Nanning, Guangxi, China",10.7717/peerj.12377
Shanshan,Huang,additional,"The Second Affiliated Hospital of Guangxi Medical University, Department of Nephrology, Nanning, Guangxi, China",10.7717/peerj.12377
Jingjing,Lan,additional,"The Second Affiliated Hospital of Guangxi Medical University, Department of Nephrology, Nanning, Guangxi, China",10.7717/peerj.12377
Chao,Xue,additional,"The Second Affiliated Hospital of Guangxi Medical University, Department of Nephrology, Nanning, Guangxi, China",10.7717/peerj.12377
Wei,Li,additional,"The Second Affiliated Hospital of Guangxi Medical University, Department of Nephrology, Nanning, Guangxi, China",10.7717/peerj.12377
Jing,Wang,first,"Department of Endocrinology, Xiangya Hospital of Central South University, Changsha, Hunan, China + Department of Pathology, Xiangya Hospital of Central South University, Changsha, Hunan, China",10.7717/peerj.11813
Minxiang,Lei,additional,"Department of Endocrinology, Xiangya Hospital of Central South University, Changsha, Hunan, China",10.7717/peerj.11813
Zhijie,Xu,additional,"Department of Pathology, Xiangya Hospital of Central South University, Changsha, Hunan, China + National Clinical Research Center for Geriatric Disorders, Xiangya Hospital of Central South University, Changsha, Hunan, China",10.7717/peerj.11813
Yi-ran,Chen,first,"Institute of Public Health, Guangzhou Medical University & Guangzhou Center for Disease Control and Prevention, Guangzhou, Guangdong, China",10.7717/peerj.12033
Qin-long,Jing,additional,"Institute of Public Health, Guangzhou Medical University & Guangzhou Center for Disease Control and Prevention, Guangzhou, Guangdong, China",10.7717/peerj.12033
Fang-lan,Chen,additional,"Department of Intensive Care Unit, Shenzhen Second People’s Hospital, Shenzhen, Guangdong, China",10.7717/peerj.12033
Huimin,Zheng,additional,"Department of Environmental Health, School of Public Health, Southern Medical University, Guangzhou, Guangdong, China",10.7717/peerj.12033
Li-dan,Chen,additional,"Department of Laboratory Medicine, General Hospital of Southern Theatre Command of PLA, Guangzhou, Guangdong, China",10.7717/peerj.12033
Zhi-cong,Yang,additional,"Institute of Public Health, Guangzhou Medical University & Guangzhou Center for Disease Control and Prevention, Guangzhou, Guangdong, China",10.7717/peerj.12033
Stephen,Yeboah,first,"CSIR-Crops Research Institute, Kumasi, Ghana + College of Resources and Environmental Sciences, Gansu Agricultural University, Gansu, China + Gansu Provincial Key Lab of Arid Land Crop Science, Gansu Agricultural University, Gansu, China",10.7717/peerj.11937
Wu,Jun,additional,"College of Resources and Environmental Sciences, Gansu Agricultural University, Gansu, China + Gansu Provincial Key Lab of Arid Land Crop Science, Gansu Agricultural University, Gansu, China",10.7717/peerj.11937
Cai,Liqun,additional,"College of Resources and Environmental Sciences, Gansu Agricultural University, Gansu, China + Gansu Provincial Key Lab of Arid Land Crop Science, Gansu Agricultural University, Gansu, China",10.7717/peerj.11937
Patricia,Oteng-Darko,additional,"CSIR-Crops Research Institute, Kumasi, Ghana",10.7717/peerj.11937
Erasmus,Narteh Tetteh,additional,"CSIR-Crops Research Institute, Kumasi, Ghana + Kwame Nkrumah University of Science and Technology (KNUST), Kumasi, Ghana",10.7717/peerj.11937
Zhang,Renzhi,additional,"College of Resources and Environmental Sciences, Gansu Agricultural University, Gansu, China + Gansu Provincial Key Lab of Arid Land Crop Science, Gansu Agricultural University, Gansu, China",10.7717/peerj.11937
Maja,Ajduković,first,"Department of Evolutionary Biology, Institute for Biological Research “Siniša Stanković”, National Institute of the Republic of Serbia, University of Belgrade, Belgrade, Serbia",10.7717/peerj.11535
Tijana,Vučić,additional,"Institute of Zoology, Faculty of Biology, University of Belgrade, Belgrade, Serbia",10.7717/peerj.11535
Milena,Cvijanović,additional,"Department of Evolutionary Biology, Institute for Biological Research “Siniša Stanković”, National Institute of the Republic of Serbia, University of Belgrade, Belgrade, Serbia",10.7717/peerj.11535
Yuji,Koike,first,"Graduate School of Medicine, Hokkaido University, Sapporo, Hokkaido, Japan + Department of Microbiology, JR Sapporo Hospital, Sapporo, Hokkaido, Japan",10.7717/peerj.11644
Hiroshi,Nishiura,additional,"Graduate School of Medicine, Hokkaido University, Sapporo, Hokkaido, Japan + School of Public Health, Kyoto University, Kyoto, Kyoto, Japan",10.7717/peerj.11644
Dana E.,Korneisel,first,"Department of Geosciences, Virginia Polytechnic Institute and State University (Virginia Tech), Blacksburg, VA, United States of America",10.7717/peerj.12651
Sterling J.,Nesbitt,additional,"Department of Geosciences, Virginia Polytechnic Institute and State University (Virginia Tech), Blacksburg, VA, United States of America",10.7717/peerj.12651
Sarah,Werning,additional,"Department of Anatomy, Des Moines University, Des Moines, IA, United States of America",10.7717/peerj.12651
Shuhai,Xiao,additional,"Department of Geosciences, Virginia Polytechnic Institute and State University (Virginia Tech), Blacksburg, VA, United States of America",10.7717/peerj.12651
Hamzeh,Khundaqji,first,"Faculty of Health Sciences & Medicine, Bond University, Gold Coast, Queensland, Australia",10.7717/peerj.12598
Wayne,Hing,additional,"Faculty of Health Sciences & Medicine, Bond University, Gold Coast, Queensland, Australia",10.7717/peerj.12598
James,Furness,additional,"Faculty of Health Sciences & Medicine, Bond University, Gold Coast, Queensland, Australia",10.7717/peerj.12598
Mike,Climstein,additional,"Faculty of Health, Southern Cross University, Bilinga, Queensland, Australia + Physical Activity, Lifestyle, Ageing and Wellbeing Faculty Research Group, University of Sydney, Sydney,  New South Wales, Australia",10.7717/peerj.12598
Yiting,Su,first,"School of Geology and Geomatics, Tianjin Chengjian University, Tianjin, China",10.7717/peerj.10747
Dongchuan,Wang,additional,"School of Geology and Geomatics, Tianjin Chengjian University, Tianjin, China + Tianjin Key Laboratory of Civil Structure Protection and Reinforcement, Tianjin, China",10.7717/peerj.10747
Shuang,Zhao,additional,"School of Geology and Geomatics, Tianjin Chengjian University, Tianjin, China",10.7717/peerj.10747
Jiancong,Shi,additional,"School of Geology and Geomatics, Tianjin Chengjian University, Tianjin, China",10.7717/peerj.10747
Yanqing,Shi,additional,"School of Geology and Geomatics, Tianjin Chengjian University, Tianjin, China",10.7717/peerj.10747
Dongying,Wei,additional,"School of Geology and Geomatics, Tianjin Chengjian University, Tianjin, China",10.7717/peerj.10747
Mohini,Yadav,first,"Department of Applied Chemistry, Faculty of Engineering, Chiba Institute of Technology, Narashino, Japan",10.7717/peerj.11552
Manabu,Igarashi,additional,"Division of Global Epidemiology, Research Center for Zoonosis Control, Hokkaido University, Sapporo, Japan + International Collaboration Unit, Research Center for Zoonosis Control, Hokkaido University, Sapporo, Japan",10.7717/peerj.11552
Norifumi,Yamamoto,additional,"Department of Applied Chemistry, Faculty of Engineering, Chiba Institute of Technology, Narashino, Japan",10.7717/peerj.11552
Carolina F. M.,Silva,first,"Institute of Nutrition Josué de Castro, Federal University of Rio de Janeiro, Rio de Janeiro, Rio de Janeiro, Brazil",10.7717/peerj.10514
Claudia,Saunders,additional,"Institute of Nutrition Josué de Castro, Federal University of Rio de Janeiro, Rio de Janeiro, Rio de Janeiro, Brazil",10.7717/peerj.10514
Wilza,Peres,additional,"Institute of Nutrition Josué de Castro, Federal University of Rio de Janeiro, Rio de Janeiro, Rio de Janeiro, Brazil",10.7717/peerj.10514
Bárbara,Folino,additional,"Institute of Nutrition Josué de Castro, Federal University of Rio de Janeiro, Rio de Janeiro, Rio de Janeiro, Brazil",10.7717/peerj.10514
Taiana,Kamel,additional,"Veiga de Almeida University (UVA), Rio de Janeiro, Brazil",10.7717/peerj.10514
Mayara Silva,dos Santos,additional,"Institute of Nutrition Josué de Castro, Federal University of Rio de Janeiro, Rio de Janeiro, Rio de Janeiro, Brazil",10.7717/peerj.10514
Patrícia,Padilha,additional,"Institute of Nutrition Josué de Castro, Federal University of Rio de Janeiro, Rio de Janeiro, Rio de Janeiro, Brazil",10.7717/peerj.10514
Svetlana Yu.,Orlova,first,"Russian Federal Research Institute of Fisheries and Oceanography, Moscow, Russia + Shirshov Institute of Oceanology of Russian Academy of Sciences, Moscow, Russia",10.7717/peerj.12444
Sergey,Rastorguev,additional,"National Research Center “Kurchatov Institute”, Moscow, Russia",10.7717/peerj.12444
Tatyana,Bagno,additional,"National Research Center “Kurchatov Institute”, Moscow, Russia",10.7717/peerj.12444
Denis,Kurnosov,additional,"Russian Federal Research Institute of Fisheries and Oceanography, Pacific Branch (TINRO), Vladivostok,  Russia",10.7717/peerj.12444
Artem,Nedoluzhko,additional,"Shirshov Institute of Oceanology of Russian Academy of Sciences, Moscow, Russia + Nord University, Bodø, Norway",10.7717/peerj.12444
Li,Zhao,first,"School of Psychology, Shaanxi Normal University, Xi’an, China + Shaanxi Provincial Key Laboratory of Behavior & Cognitive Neuroscience, Xi’an, China + Shaanxi Provincial Key Research Center of Child Mental and Behavioral Health, Xi’an, China",10.7717/peerj.10988
Saisai,Hu,additional,"School of Psychology, Shaanxi Normal University, Xi’an, China + Shaanxi Provincial Key Laboratory of Behavior & Cognitive Neuroscience, Xi’an, China + Shaanxi Provincial Key Research Center of Child Mental and Behavioral Health, Xi’an, China",10.7717/peerj.10988
Yingying,Xia,additional,"School of Psychology, Shaanxi Normal University, Xi’an, China + Shaanxi Provincial Key Laboratory of Behavior & Cognitive Neuroscience, Xi’an, China + Shaanxi Provincial Key Research Center of Child Mental and Behavioral Health, Xi’an, China",10.7717/peerj.10988
Jinyu,Li,additional,"School of Psychology, Shaanxi Normal University, Xi’an, China + Shaanxi Provincial Key Laboratory of Behavior & Cognitive Neuroscience, Xi’an, China + Shaanxi Provincial Key Research Center of Child Mental and Behavioral Health, Xi’an, China",10.7717/peerj.10988
Jingjing,Zhao,additional,"School of Psychology, Shaanxi Normal University, Xi’an, China + Shaanxi Provincial Key Laboratory of Behavior & Cognitive Neuroscience, Xi’an, China + Shaanxi Provincial Key Research Center of Child Mental and Behavioral Health, Xi’an, China",10.7717/peerj.10988
Ya,Li,additional,"School of Psychology, Shaanxi Normal University, Xi’an, China + Shaanxi Provincial Key Laboratory of Behavior & Cognitive Neuroscience, Xi’an, China + Shaanxi Provincial Key Research Center of Child Mental and Behavioral Health, Xi’an, China",10.7717/peerj.10988
Yonghui,Wang,additional,"School of Psychology, Shaanxi Normal University, Xi’an, China + Shaanxi Provincial Key Laboratory of Behavior & Cognitive Neuroscience, Xi’an, China + Shaanxi Provincial Key Research Center of Child Mental and Behavioral Health, Xi’an, China",10.7717/peerj.10988
Aline L.,de Oliveira,first,"Department of Population Health, University of Georgia, Athens, GA, United States of America + Department of Microbiology, University of Georgia, Athens, GA, United States of America",10.7717/peerj.12631
Nicolle L.,Barbieri,additional,"Department of Population Health, University of Georgia, Athens, GA, United States of America",10.7717/peerj.12631
Darby M.,Newman,additional,"Department of Population Health, University of Georgia, Athens, GA, United States of America",10.7717/peerj.12631
Meaghan M.,Young,additional,"Department of Population Health, University of Georgia, Athens, GA, United States of America",10.7717/peerj.12631
Lisa K.,Nolan,additional,"Department of Infectious Diseases, University of Georgia, Athens, GA, United States of America",10.7717/peerj.12631
Catherine M.,Logue,additional,"Department of Population Health, University of Georgia, Athens, GA, United States of America",10.7717/peerj.12631
Kashif Aziz,Khan,first,"Department of Biology, York University, Toronto, ON, Canada",10.7717/peerj.12050
Marc-Olivier,Duceppe,additional,"Ottawa Laboratory Fallowfield, Canadian Food Inspection Agency, Ottawa, ON, Canada",10.7717/peerj.12050
Rui,Yang,first,"Guizhou University, Guiyang, China",10.7717/peerj.12683
Zhifen,Yang,additional,"Guizhou University, Guiyang, China",10.7717/peerj.12683
Ze,Peng,additional,"Guizhou University, Guiyang, China",10.7717/peerj.12683
Fang,He,additional,"Guizhou University, Guiyang, China",10.7717/peerj.12683
Luxi,Shi,additional,"Guizhou University, Guiyang, China",10.7717/peerj.12683
Yabing,Dong,additional,"Guizhou University, Guiyang, China",10.7717/peerj.12683
Mingjian,Ren,additional,"Guizhou University, Guiyang, China + Guizhou Subcenter of National Wheat Improvement Center, Guiyang, China",10.7717/peerj.12683
Qingqin,Zhang,additional,"Guizhou University, Guiyang, China",10.7717/peerj.12683
Guangdong,Geng,additional,"Guizhou University, Guiyang, China",10.7717/peerj.12683
Suqin,Zhang,additional,"Guizhou University, Guiyang, China + Guizhou Subcenter of National Wheat Improvement Center, Guiyang, China",10.7717/peerj.12683
Wanderson,Marques da Silva,first,"Institute of Agrobiotechnology and Molecular Biology-(INTA/CONICET), Hurlingham, Buenos Aires, Argentina",10.7717/peerj.12456
Nubia,Seyffert,additional,"Institute of Health Sciences, Federal University of Bahia, Salvador, Bahia, Brazil",10.7717/peerj.12456
Artur,Silva,additional,"Laboratory of Genomics and Bioinformatics, Center of Genomics and Systems Biology, Institute of Biological Sciences, Federal University of Para, Belém, Pará, Brazil",10.7717/peerj.12456
Vasco,Azevedo,additional,"Genetics, Ecology and Evolution, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil",10.7717/peerj.12456
Jiajia,Wang,first,"College of Biology and Food Engineering, Chuzhou University, Chuzhou, Anhui, China",10.7717/peerj.12691
Yu,Bai,additional,"College of Biology and Food Engineering, Chuzhou University, Chuzhou, Anhui, China",10.7717/peerj.12691
Haifeng,Zhao,additional,"Key Laboratory of Space Utilization, Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences, Beijing, China",10.7717/peerj.12691
Ruinan,Mu,additional,"University of Chinese Academy of Sciences, Beijing, China",10.7717/peerj.12691
Yan,Dong,additional,"College of Biology and Food Engineering, Chuzhou University, Chuzhou, Anhui, China",10.7717/peerj.12691
Jingjing,Cai,first,"Molecular Diagnostics Center, The Third Affiliated Hospital of Kunming Medical University/Yunnan Cancer Hospital, Kunming, Yunnan, China",10.7717/peerj.11931
Chunyan,Li,additional,"Department of Head and Neck Surgery Section II, The Third Affiliated Hospital of Kunming Medical University/Yunnan Cancer Hospital, Kunming, Yunnan, China",10.7717/peerj.11931
Hongsheng,Li,additional,"Molecular Diagnostics Center, The Third Affiliated Hospital of Kunming Medical University/Yunnan Cancer Hospital, Kunming, Yunnan, China",10.7717/peerj.11931
Xiaoxiong,Wang,additional,"Molecular Diagnostics Center, The Third Affiliated Hospital of Kunming Medical University/Yunnan Cancer Hospital, Kunming, Yunnan, China",10.7717/peerj.11931
Yongchun,Zhou,additional,"Molecular Diagnostics Center, The Third Affiliated Hospital of Kunming Medical University/Yunnan Cancer Hospital, Kunming, Yunnan, China",10.7717/peerj.11931
Ahmad Yusuf,Abubakar,first,"College of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China + Key Laboratory of Sugarcane Biology and Genetic Breeding, Ministry of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China + Bioresources Development Centre, National Biotechnology Development Agency, Kano, Nigeria",10.7717/peerj.12753
Muhammed Mustapha,Ibrahim,additional,"College of Resources and Environment, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China + Department of Soil Science, University of Agriculture Makurdi, Benue, Nigeria",10.7717/peerj.12753
Caifang,Zhang,additional,"College of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China + Key Laboratory of Sugarcane Biology and Genetic Breeding, Ministry of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China",10.7717/peerj.12753
Muhammad,Tayyab,additional,"College of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China + Key Laboratory of Sugarcane Biology and Genetic Breeding, Ministry of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China",10.7717/peerj.12753
Nyumah,Fallah,additional,"College of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China + Key Laboratory of Sugarcane Biology and Genetic Breeding, Ministry of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China",10.7717/peerj.12753
Ziqi,Yang,additional,"College of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China + Key Laboratory of Sugarcane Biology and Genetic Breeding, Ministry of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China",10.7717/peerj.12753
Ziqin,Pang,additional,"College of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China + Key Laboratory of Sugarcane Biology and Genetic Breeding, Ministry of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China",10.7717/peerj.12753
Hua,Zhang,additional,"College of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China + Key Laboratory of Sugarcane Biology and Genetic Breeding, Ministry of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China",10.7717/peerj.12753
Supharada,Tessiri,first,"Centre for Research and Development of Medical Diagnostic Laboratories, Faculty of Associated Medical Sciences, Khon Kaen University, Khon Kaen, Thailand + Biomedical Science Program, Graduate School, Khon Kaen University, Khon Kaen, Thailand",10.7717/peerj.12750
Anchalee,Techasen,additional,"Centre for Research and Development of Medical Diagnostic Laboratories, Faculty of Associated Medical Sciences, Khon Kaen University, Khon Kaen, Thailand + Cholangiocarcinoma Research Institute, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand",10.7717/peerj.12750
Sarinya,Kongpetch,additional,"Cholangiocarcinoma Research Institute, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand + Department of Pharmacology, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand",10.7717/peerj.12750
Achira,Namjan,additional,"Centre for Research and Development of Medical Diagnostic Laboratories, Faculty of Associated Medical Sciences, Khon Kaen University, Khon Kaen, Thailand + Biomedical Science Program, Graduate School, Khon Kaen University, Khon Kaen, Thailand",10.7717/peerj.12750
Watcharin,Loilome,additional,"Cholangiocarcinoma Research Institute, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand + Department of Biochemistry, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand",10.7717/peerj.12750
Waraporn,Chan-on,additional,"Center for Research and Innovation, Faculty of Medical Technology, Mahidol University, Bangkok, Thailand",10.7717/peerj.12750
Raynoo,Thanan,additional,"Department of Biochemistry, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand",10.7717/peerj.12750
Apinya,Jusakul,additional,"Centre for Research and Development of Medical Diagnostic Laboratories, Faculty of Associated Medical Sciences, Khon Kaen University, Khon Kaen, Thailand + Cholangiocarcinoma Research Institute, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand",10.7717/peerj.12750
Takuma,Inai,first,"Exercise Motivation and Physical Function Augmentation Research Team, Human Augmentation Research Center, National Institute of Advanced Industrial Science and Technology, Kashiwa City, Japan",10.7717/peerj.11870
Tomoya,Takabayashi,additional,"Institute for Human Movement and Medical Sciences, Niigata University of Health and Welfare, Niigata City, Japan",10.7717/peerj.11870
Mutsuaki,Edama,additional,"Institute for Human Movement and Medical Sciences, Niigata University of Health and Welfare, Niigata City, Japan",10.7717/peerj.11870
Masayoshi,Kubo,additional,"Institute for Human Movement and Medical Sciences, Niigata University of Health and Welfare, Niigata City, Japan",10.7717/peerj.11870
Gregory Duncan,Duckworth,first,"Statistics in Ecology, Environment and Conservation, Department of Statistical Sciences, University of Cape Town, Cape Town, South Africa",10.7717/peerj.10719
Res,Altwegg,additional,"Statistics in Ecology, Environment and Conservation, Department of Statistical Sciences, University of Cape Town, Cape Town, South Africa + African Climate and Development Initiative, University of Cape Town, Cape Town, South Africa",10.7717/peerj.10719
Jian,Chen,first,"Department of Gynecological-Surgical Oncology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Yang,Sun,additional,"Department of Gynecological-Surgical Oncology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Li,Chen,additional,"Department of Gynecological-Surgical Oncology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Lele,Zang,additional,"Department of Gynecological-Surgical Oncology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Cuibo,Lin,additional,"Department of Gynecological-Surgical Oncology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Yongwei,Lu,additional,"Department of Gynecological-Surgical Oncology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Liang,Lin,additional,"Department of Gynecological-Surgical Oncology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
An,Lin,additional,"Department of Gynecological-Surgical Oncology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Hu,Dan,additional,"Department of Pathology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Yiyu,Chen,additional,"Department of Pathology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Haixin,He,additional,"Department of Gynecological-Surgical Oncology, Fujian Medical University Cancer Hospital, Fujian Cancer Hospital, Fuzhou, Fujian, China",10.7717/peerj.11563
Emily,Panzarella,first,,10.7717/peerj.11383
Nataly,Beribisky,additional,,10.7717/peerj.11383
Robert A.,Cribbie,additional,,10.7717/peerj.11383
Yonglong,Wang,first,"Faculty of Biological Science and Technology, Baotou Teacher’s College, Baotou, Inner Mongolia, China",10.7717/peerj.11230
Yanling,Zhao,additional,"Faculty of Biological Science and Technology, Baotou Teacher’s College, Baotou, Inner Mongolia, China",10.7717/peerj.11230
Ying,Xu,additional,"Faculty of Biological Science and Technology, Baotou Teacher’s College, Baotou, Inner Mongolia, China",10.7717/peerj.11230
Jianjun,Ma,additional,"College of Life Science, Langfang Normal University, Langfang, Hebei, China",10.7717/peerj.11230
Busayo Joshua,Babalola,additional,"State Key Laboratory of Mycology, Institute of Microbiology, Chinese Academy of Sciences, Beijing, Beijing, China",10.7717/peerj.11230
Yongjun,Fan,additional,"Faculty of Biological Science and Technology, Baotou Teacher’s College, Baotou, Inner Mongolia, China",10.7717/peerj.11230
Jawad Ali,Shah,first,,10.7717/peerj.11493
Guixin,Chu,additional,,10.7717/peerj.11493
Gajendra Kumar,Azad,first,,10.7717/peerj.10666
Martha D.,Calvert,first,"Department of Food Science and Technology, Virginia Polytechnic Institute and State University (Virginia Tech), Blackburg, VA, United States of America + Department of Applied Ecology, North Carolina State University, Raleigh, NC, United States of America",10.7717/peerj.11389
Anne A.,Madden,additional,"Department of Applied Ecology, North Carolina State University, Raleigh, NC, United States of America",10.7717/peerj.11389
Lauren M.,Nichols,additional,"Department of Applied Ecology, North Carolina State University, Raleigh, NC, United States of America",10.7717/peerj.11389
Nick M.,Haddad,additional,"Kellogg Biological Station and Department of Integrative Biology, Michigan State University,  Hickory Corners, MI, United States of America",10.7717/peerj.11389
Jacob,Lahne,additional,"Department of Food Science and Technology, Virginia Polytechnic Institute and State University (Virginia Tech), Blackburg, VA, United States of America",10.7717/peerj.11389
Robert R.,Dunn,additional,"Department of Applied Ecology, North Carolina State University, Raleigh, NC, United States of America + Center for Evolutionary Hologenomics, University of Copenhagen, Copenhagen, Denmark",10.7717/peerj.11389
Erin A.,McKenney,additional,"Department of Applied Ecology, North Carolina State University, Raleigh, NC, United States of America",10.7717/peerj.11389
