DOI,prefix,title,language,container-title,ISSN,publisher,URL,issued,published,published-online,indexed,created,reference-count,is-referenced-by-count,type,member
10.7717/peerj.12631,10.7717,Characterizing the Type 6 Secretion System (T6SS) and its role in the virulence of avian pathogenic Escherichia coli strain APECO18,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12631,2021-12-17,2021-12-17,2021-12-17,2021-12-22,2021-12-17,54,0,journal-article,4443
10.7717/peerj.12050,10.7717,Cross-reactivity and inclusivity analysis of CRISPR-based diagnostic assays of coronavirus SARS-CoV-2,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12050,2021-10-1,2021-10-1,2021-10-1,2021-12-22,2021-10-1,41,0,journal-article,4443
10.7717/peerj.12683,10.7717,Integrated transcriptomic and proteomic analysis of Tritipyrum provides insights into the molecular basis of salt tolerance,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12683,2021-12-23,2021-12-23,2021-12-23,2021-12-24,2021-12-23,65,0,journal-article,4443
10.7717/peerj.12456,10.7717,A journey through the Corynebacterium pseudotuberculosis proteome promotes insights into its functional genome,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12456,2021-12-23,2021-12-23,2021-12-23,2021-12-24,2021-12-23,166,0,journal-article,4443
10.7717/peerj.12691,10.7717,Reinvestigating the phylogeny of Myriapoda with more extensive taxon sampling and novel genetic perspective,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12691,2021-12-23,2021-12-23,2021-12-23,2021-12-24,2021-12-23,39,0,journal-article,4443
10.7717/peerj.11931,10.7717,Establishment of a ferroptosis-related gene signature for prognosis in lung adenocarcinoma patients,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11931,2021-8-6,2021-8-6,2021-8-6,2022-1-14,2021-8-6,50,2,journal-article,4443
10.7717/peerj.12753,10.7717,Filtered mud improves sugarcane growth and modifies the functional abundance and structure of soil microbial populations,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12753,2022-1-13,2022-1-13,2022-1-13,2022-1-14,2022-1-13,71,0,journal-article,4443
10.7717/peerj.12750,10.7717,Therapeutic targeting of ARID1A and PI3K/AKT pathway alterations in cholangiocarcinoma,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12750,2022-1-13,2022-1-13,2022-1-13,2022-1-14,2022-1-13,50,0,journal-article,4443
10.7717/peerj.11870,10.7717,Effects of step length and cadence on hip moment impulse in the frontal plane during the stance phase,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11870,2021-7-23,2021-7-23,2021-7-23,2021-12-12,2021-7-23,30,0,journal-article,4443
10.7717/peerj.10719,10.7717,Why a landscape view is important: nearby urban and agricultural land affects bird abundances in protected areas,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10719,2021-7-28,2021-7-28,2021-7-28,2021-12-13,2021-7-28,99,0,journal-article,4443
10.7717/peerj.11563,10.7717,Prognostic factors and treatment of neuroendocrine tumors of the uterine cervix based on the FIGO 2018 staging system: a single-institution study of 172 patients,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11563,2021-7-6,2021-7-6,2021-7-6,2021-12-13,2021-7-6,27,0,journal-article,4443
10.7717/peerj.11383,10.7717,Denouncing the use of field-specific effect size distributions to inform magnitude,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11383,2021-6-14,2021-6-14,2021-6-14,2021-12-12,2021-6-14,36,0,journal-article,4443
10.7717/peerj.11230,10.7717,"Ectomycorrhizal fungal communities associated with Larix gemelinii Rupr. in the Great Khingan Mountains, China",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11230,2021-4-15,2021-4-15,2021-4-15,2021-12-12,2021-4-15,68,0,journal-article,4443
10.7717/peerj.11493,10.7717,Short-chain soluble polyphosphate fertilizers increased soil P availability and mobility by reducing P fixation in two contrasting calcareous soils,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11493,2021-7-5,2021-7-5,2021-7-5,2021-12-12,2021-7-5,40,0,journal-article,4443
10.7717/peerj.10666,10.7717,Identification and molecular characterization of mutations in nucleocapsid phosphoprotein of SARS-CoV-2,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10666,2021-1-4,2021-1-4,2021-1-4,2022-3-10,2021-1-4,41,11,journal-article,4443
10.7717/peerj.11389,10.7717,"A review of sourdough starters: ecology, practices, and sensory quality with applications for baking and recommendations for future research",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11389,2021-5-10,2021-5-10,2021-5-10,2022-3-11,2021-5-10,153,6,journal-article,4443
10.7717/peerj.10832,10.7717,"Low pH alleviated salinity stress of ginger seedlings by enhancing photosynthesis, fluorescence, and mineral element contents",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10832,2021-2-11,2021-2-11,2021-2-11,2022-3-11,2021-2-11,55,1,journal-article,4443
10.7717/peerj.11056,10.7717,Heparin-binding protein and procalcitonin in the diagnosis of pathogens causing community-acquired pneumonia in adult patients: a retrospective study,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11056,2021-3-12,2021-3-12,2021-3-12,2022-3-10,2021-3-12,46,1,journal-article,4443
10.7717/peerj.10793,10.7717,"Detection of sexually transmitted pathogens and co-infection with human papillomavirus in women residing in rural Eastern Cape, South Africa",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10793,2021-3-3,2021-3-3,2021-3-3,2022-3-11,2021-3-3,67,1,journal-article,4443
10.7717/peerj.11592,10.7717,Developing new lines of Japonica rice for higher quality and yield under arid conditions,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11592,2021-6-14,2021-6-14,2021-6-14,2022-3-9,2021-6-14,44,4,journal-article,4443
10.7717/peerj.10144,10.7717,"Antibiotic prescription practices and attitudes towards the use of antimicrobials among veterinarians in the City of Tshwane, South Africa",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10144,2021-1-13,2021-1-13,2021-1-13,2022-3-9,2021-1-13,56,2,journal-article,4443
10.7717/peerj.12665,10.7717,The association between non-suicidal self-injury and negative life events in children and adolescents in underdeveloped regions of south-western China,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12665,2022-3-9,2022-3-9,2022-3-9,2022-3-9,2022-3-9,61,0,journal-article,4443
10.7717/peerj.11860,10.7717,Expression of cyanobacterial genes enhanced CO2 assimilation and biomass production in transgenic Arabidopsis thaliana,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11860,2021-8-9,2021-8-9,2021-8-9,2022-3-9,2021-8-9,87,1,journal-article,4443
10.7717/peerj.11059,10.7717,"In vitro and in vivo activities of the carbonic anhydrase inhibitor, dorzolamide, against vancomycin-resistant enterococci",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11059,2021-3-30,2021-3-30,2021-3-30,2022-3-9,2021-3-30,58,4,journal-article,4443
10.7717/peerj.11639,10.7717,What do alexithymia items measure? A discriminant content validity study of the Toronto-alexithymia-scale–20,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11639,2021-6-29,2021-6-29,2021-6-29,2022-3-12,2021-6-29,67,2,journal-article,4443
10.7717/peerj.10509,10.7717,"The diverse radiodont fauna from the Marjum Formation of Utah, USA (Cambrian: Drumian)",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10509,2021-1-19,2021-1-19,2021-1-19,2022-3-12,2021-1-19,111,6,journal-article,4443
10.7717/peerj.10701,10.7717,Genome-wide analysis of growth-regulating factors (GRFs) in Triticum aestivum,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10701,2021-1-19,2021-1-19,2021-1-19,2022-3-12,2021-1-19,66,8,journal-article,4443
10.7717/peerj.11956,10.7717,Small-scale variation in a pristine montane cloud forest: evidence on high soil fungal diversity and biogeochemical heterogeneity,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11956,2021-8-11,2021-8-11,2021-8-11,2021-12-10,2021-8-11,148,0,journal-article,4443
10.7717/peerj.12184,10.7717,Effect of vascular resection for perihilar cholangiocarcinoma: a systematic review and meta-analysis,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12184,2021-9-23,2021-9-23,2021-9-23,2021-12-10,2021-9-23,63,0,journal-article,4443
10.7717/peerj.11090,10.7717,A quantitative comparison of towed-camera and diver-camera transects for monitoring coral reefs,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11090,2021-4-14,2021-4-14,2021-4-14,2021-12-10,2021-4-14,41,0,journal-article,4443
10.7717/peerj.11346,10.7717,Serum metabolomic profiling reveals an increase in homocitrulline in Chinese patients with nonalcoholic fatty liver disease: a retrospective study,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11346,2021-5-3,2021-5-3,2021-5-3,2021-12-10,2021-5-3,41,0,journal-article,4443
10.7717/peerj.11121,10.7717,Network based multifactorial modelling of miRNA-target interactions,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11121,2021-3-19,2021-3-19,2021-3-19,2021-12-11,2021-3-19,57,1,journal-article,4443
10.7717/peerj.12134,10.7717,Spatial distribution of parrotfishes and groupers in an Okinawan coral reef: size-related associations in relation to habitat characteristics,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12134,2021-9-3,2021-9-3,2021-9-3,2021-12-11,2021-9-6,66,0,journal-article,4443
10.7717/peerj.12115,10.7717,Analysis of microRNA expression in CD133 positive cancer stem‑like cells of human osteosarcoma cell line MG-63,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12115,2021-9-3,2021-9-3,2021-9-3,2021-12-11,2021-9-6,49,0,journal-article,4443
10.7717/peerj.12749,10.7717,Genome survey sequencing of the phyto-parasitic nematode Hoplolaimus galeatus,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12749,2022-1-18,2022-1-18,2022-1-18,2022-1-19,2022-1-18,48,0,journal-article,4443
10.7717/peerj.12735,10.7717,"A review of the common crab genus Macromedaeus Ward, 1942 (Brachyura, Xanthidae) from China Seas with description of a new species using integrative taxonomy methods",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12735,2022-1-18,2022-1-18,2022-1-18,2022-1-19,2022-1-18,81,0,journal-article,4443
10.7717/peerj.12813,10.7717,In vitro anti-Leishmania activity of 8-hydroxyquinoline and its synergistic effect with amphotericin B deoxycholate against Leishmania martiniquensis,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12813,2022-1-18,2022-1-18,2022-1-18,2022-1-19,2022-1-18,42,0,journal-article,4443
10.7717/peerj.12443,10.7717,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12443,2021-11-30,2021-11-30,2021-11-30,2021-12-12,2021-11-30,91,0,journal-article,4443
10.7717/peerj.11593,10.7717,Elucidating SNP-based genetic diversity and population structure of advanced breeding lines of bread wheat (Triticum aestivum L.),en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11593,2021-6-22,2021-6-22,2021-6-22,2021-12-12,2021-6-22,80,1,journal-article,4443
10.7717/peerj.12441,10.7717,Mitochondrial sequence diversity reveals the hybrid origin of invasive gibel carp (Carassius gibelio) populations in Hungary,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12441,2021-12-7,2021-12-7,2021-12-7,2021-12-12,2021-12-7,61,0,journal-article,4443
10.7717/peerj.12419,10.7717,"Acclimation of liverwort Marchantia polymorpha to physiological drought reveals important roles of antioxidant enzymes, proline and abscisic acid in land plant adaptation to osmotic stress",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12419,2021-11-10,2021-11-10,2021-11-10,2021-12-12,2021-11-10,106,0,journal-article,4443
10.7717/peerj.12113,10.7717,Extending density surface models to include multiple and double-observer survey data,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12113,2021-9-2,2021-9-2,2021-9-2,2021-12-12,2021-9-2,32,0,journal-article,4443
10.7717/peerj.11117,10.7717,Multi-schema computational prediction of the comprehensive SARS-CoV-2 vs. human interactome,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11117,2021-4-5,2021-4-5,2021-4-5,2021-12-12,2021-4-5,48,0,journal-article,4443
10.7717/peerj.11537,10.7717,Analysis and forecasts for trends of COVID-19 in Pakistan using Bayesian models,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11537,2021-7-7,2021-7-7,2021-7-7,2021-12-19,2021-7-7,49,0,journal-article,4443
10.7717/peerj.12372,10.7717,"Hypertension care cascade in the Ingwavuma rural community, uMkhanyakude District, KwaZulu-Natal province of South Africa",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12372,2021-11-11,2021-11-11,2021-11-11,2021-12-19,2021-11-11,48,0,journal-article,4443
10.7717/peerj.12513,10.7717,Chemical profiling of root bark extract from Oplopanax elatus and its in vitro biotransformation by human intestinal microbiota,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12513,2021-11-24,2021-11-24,2021-11-24,2021-12-20,2021-11-24,39,0,journal-article,4443
10.7717/peerj.12091,10.7717,Transcriptome analysis reveals the mechanism of stromal cell-derived factor-1 and exendin-4 synergistically promoted periodontal ligament stem cells osteogenic differentiation,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12091,2021-8-27,2021-8-27,2021-8-27,2021-12-20,2021-8-27,49,0,journal-article,4443
10.7717/peerj.11922,10.7717,Investigation of multiple sclerosis-related pathways through the integration of genomic and proteomic data,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11922,2021-9-6,2021-9-6,2021-9-6,2021-12-15,2021-9-6,35,0,journal-article,4443
10.7717/peerj.12422,10.7717,Spatial and temporal distribution patterns of tick-borne diseases (Tick-borne Encephalitis and Lyme Borreliosis) in Germany,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12422,2021-12-13,2021-12-13,2021-12-13,2021-12-15,2021-12-13,58,0,journal-article,4443
10.7717/peerj.11241,10.7717,"Consequences of herbal mixture supplementation on milk performance, ruminal fermentation, and bacterial diversity in water buffaloes",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11241,2021-5-14,2021-5-14,2021-5-14,2021-12-15,2021-5-14,84,0,journal-article,4443
10.7717/peerj.12528,10.7717,"A longitudinal study of the impact of COVID-19 restrictions on students’ health behavior, mental health and emotional well-being",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12528,2021-12-14,2021-12-14,2021-12-14,2021-12-15,2021-12-14,49,0,journal-article,4443
10.7717/peerj.12502,10.7717,Local ancestry prediction with PyLAE,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12502,2021-12-14,2021-12-14,2021-12-14,2021-12-15,2021-12-14,38,0,journal-article,4443
10.7717/peerj.12164,10.7717,Effect of yeast and essential oil-enriched diets on critical determinants of health and immune function in Africanized Apis mellifera,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12164,2021-10-15,2021-10-15,2021-10-15,2021-12-15,2021-10-15,67,0,journal-article,4443
10.7717/peerj.11623,10.7717,Methyl jasmonate effects on sugarbeet root responses to postharvest dehydration,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11623,2021-6-17,2021-6-17,2021-6-17,2021-12-15,2021-6-17,53,0,journal-article,4443
10.7717/peerj.10547,10.7717,Determining the influencing factors of preferential flow in ground fissures for coal mine dump eco-engineering,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10547,2021-1-5,2021-1-5,2021-1-5,2021-12-20,2021-1-5,61,0,journal-article,4443
10.7717/peerj.12089,10.7717,Differential regulation of antioxidant enzymes in Frankliniella occidentalis (Thysanoptera: Thripidae) exposed to thermal stress,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12089,2021-8-27,2021-8-27,2021-8-27,2021-12-20,2021-8-27,62,0,journal-article,4443
10.7717/peerj.11149,10.7717,Inter-ethnic genetic variations and novel variant identification in the partial sequences of CYP2B6 gene in Pakistani population,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11149,2021-7-23,2021-7-23,2021-7-23,2021-12-20,2021-7-23,38,0,journal-article,4443
10.7717/peerj.12281,10.7717,Morphological and molecular analyses of parasitic barnacles (Crustacea: Cirripedia: Rhizocephala) in Korea: preliminary data for the taxonomy and host ranges of Korean species,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12281,2021-11-12,2021-11-12,2021-11-12,2021-12-20,2021-11-12,45,0,journal-article,4443
10.7717/peerj.11605,10.7717,Farming practices affect the amino acid profiles of the aquaculture Chinese mitten crab,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11605,2021-6-25,2021-6-25,2021-6-25,2021-12-20,2021-6-25,33,0,journal-article,4443
10.7717/peerj.11294,10.7717,"First complete mitogenomes of Diamesinae, Orthocladiinae, Prodiamesinae, Tanypodinae (Diptera: Chironomidae) and their implication in phylogenetics",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11294,2021-5-6,2021-5-6,2021-5-6,2022-2-3,2021-5-6,60,5,journal-article,4443
10.7717/peerj.11494,10.7717,The landscape of tumors-infiltrate immune cells in papillary thyroid carcinoma and its prognostic value,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11494,2021-5-21,2021-5-21,2021-5-21,2022-2-4,2021-5-21,49,1,journal-article,4443
10.7717/peerj.12802,10.7717,Functional mechanism of hsa-miR-128-3p in epithelial-mesenchymal transition of pancreatic cancer cells via ZEB1 regulation,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12802,2022-2-3,2022-2-3,2022-2-3,2022-2-3,2022-2-3,40,0,journal-article,4443
10.7717/peerj.11352,10.7717,Variation in purple sea urchin (Strongylocentrotus purpuratus) morphological traits in relation to resource availability,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11352,2021-4-27,2021-4-27,2021-4-27,2021-12-15,2021-4-27,34,0,journal-article,4443
10.7717/peerj.12070,10.7717,Prognostic impact of a lymphocyte activation-associated gene signature in GBM based on transcriptome analysis,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12070,2021-8-25,2021-8-25,2021-8-25,2021-12-15,2021-8-25,45,0,journal-article,4443
10.7717/peerj.12249,10.7717,Prevalence of non-specific chronic low-back pain and risk factors among male soldiers in Saudi Arabia,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12249,2021-10-12,2021-10-12,2021-10-12,2021-12-20,2021-10-12,45,0,journal-article,4443
10.7717/peerj.12223,10.7717,Prevalence of depression and its associated factors among adolescents in China during the early stage of the COVID-19 outbreak,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12223,2021-11-11,2021-11-11,2021-11-11,2021-12-20,2021-11-11,36,0,journal-article,4443
10.7717/peerj.11487,10.7717,Seminar-case learning model improves clinical teaching: a prospective randomized controlled trial,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11487,2021-5-20,2021-5-20,2021-5-20,2021-12-19,2021-5-20,27,0,journal-article,4443
10.7717/peerj.12626,10.7717,Development and validation of a nomogram risk prediction model for malignancy in dermatomyositis patients: a retrospective study,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12626,2021-12-9,2021-12-9,2021-12-9,2021-12-20,2021-12-9,25,0,journal-article,4443
10.7717/peerj.12153,10.7717,Measured and predicted freeze-thaw days frequencies in climate change conditions in central Poland,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.12153,2021-10-26,2021-10-26,2021-10-26,2021-12-20,2021-10-26,76,0,journal-article,4443
10.7717/peerj.10935,10.7717,"Two centuries from species discovery to diagnostic characters: molecular and morphological evidence for narrower species limits in the widespread SW Australian Anarthria gracilis complex (Restionaceae s.l./Anarthriaceae, Poales)",en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10935,2021-3-8,2021-3-8,2021-3-8,2021-12-20,2021-3-8,56,0,journal-article,4443
10.7717/peerj.11255,10.7717,Molecular evidence for cross boundary spread of Salmonella spp. in meat sold at retail markets in the middle Mekong basin area,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11255,2021-5-3,2021-5-3,2021-5-3,2021-12-20,2021-5-3,40,0,journal-article,4443
10.7717/peerj.11554,10.7717,Effects of exercise training with blood flow restriction on vascular function in adults: a systematic review and meta-analysis,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11554,2021-7-7,2021-7-7,2021-7-7,2022-1-7,2021-7-7,68,1,journal-article,4443
10.7717/peerj.10589,10.7717,Hyperglycemia in severe traumatic brain injury patients and its association with thirty-day mortality: a prospective observational cohort study in Uganda,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.10589,2021-1-15,2021-1-15,2021-1-15,2022-1-15,2021-1-15,38,1,journal-article,4443
10.7717/peerj.11463,10.7717,Coupling effects of phosphorus fertilization source and rate on growth and ion accumulation of common bean under salinity stress,en,PeerJ,2167-8359,PeerJ,http://dx.doi.org/10.7717/peerj.11463,2021-6-4,2021-6-4,2021-6-4,2022-1-14,2021-6-4,74,1,journal-article,4443
