DOI,prefix,title,language,container-title,ISSN,publisher,URL,issued,published,published-online,indexed,created,reference-count,is-referenced-by-count,type,member
10.1177/21582440221082135,10.1177,Women’s Professional Career and Culture: Software Organizations in India,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440221082135,2022-1,2022-1,2022-3-11,2022-3-12,2022-3-12,37,0,journal-article,179
10.1177/21582440211014495,10.1177,The Moderating Effect of Involvement in the Relationship Between Customer Behavioral Intentions and Its Antecedents,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211014495,2021-4,2021-4,2021-5-4,2022-3-13,2021-5-4,41,2,journal-article,179
10.1177/21582440211031487,10.1177,Low-Carbon Awareness and Behaviors: Effects of Exposure to Climate Change Impact Photographs,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211031487,2021-7,2021-7,2021-7-20,2021-12-10,2021-7-20,81,0,journal-article,179
10.1177/21582440211046937,10.1177,Fostering Creativity and Work Engagement Through Perceived Organizational Support: The Interactive Role of Stressors,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211046937,2021-7,2021-7,2021-9-17,2021-12-10,2021-9-17,16,0,journal-article,179
10.1177/21582440211016374,10.1177,Educational Radio Broadcasting and its Effectiveness on Adult Literacy in Lagos,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211016374,2021-4,2021-4,2021-5-29,2021-12-10,2021-5-29,12,0,journal-article,179
10.1177/21582440211023120,10.1177,"Integrating Feminist Theory, Pedagogy, and Praxis into Teacher Education",en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211023120,2021-7,2021-7,2021-8-11,2021-12-11,2021-8-11,69,0,journal-article,179
10.1177/21582440211016411,10.1177,The Development and Validation of the Social Enterprise of Science Index (SESI): An Instrument to Measure Grasp of the Social-Institutional Aspects of Science,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211016411,2021-4,2021-4,2021-5-25,2021-12-11,2021-5-25,51,0,journal-article,179
10.1177/21582440211058201,10.1177,Eco-Friendly and Community Sustainable Textile Fabric Dyeing Methods From Thai Buffalo Manure: From Pasture to Fashion Designer,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211058201,2021-10,2021-10,2021-11-16,2021-12-11,2021-11-17,5,0,journal-article,179
10.1177/21582440211057112,10.1177,Green Supplier Selection Under Cloud Manufacturing Environment: A Hybrid MCDM Model,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211057112,2021-10,2021-10,2021-11-24,2021-12-11,2021-11-24,82,0,journal-article,179
10.1177/2158244021989305,10.1177,Reliability and Validity of the Adapted Turkish “Students’ Attitudes Towards Addressing Sexual Health Questionnaire” (SA-SH-TR),en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244021989305,2021-1,2021-1,2021-1-29,2021-12-19,2021-1-30,36,1,journal-article,179
10.1177/21582440211004142,10.1177,The Emotional and Cognitive Scale of the Human–Nature Relationship (ECS-HNR),en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211004142,2021-1,2021-1,2021-3-31,2021-12-19,2021-4-2,94,1,journal-article,179
10.1177/2158244021994813,10.1177,Segmentation of Tourists That Participate in a Cultural Event: The Fiesta of the Patios in Córdoba (Spain),en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244021994813,2021-1,2021-1,2021-2-16,2021-12-19,2021-2-17,13,0,journal-article,179
10.1177/21582440211041081,10.1177,The Buffering Effects of Subordinates’ Forgiveness and Communication Openness on Abusive Supervision and Voice Behavior,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211041081,2021-7,2021-7,2021-8-27,2021-12-19,2021-8-27,109,0,journal-article,179
10.1177/21582440211029944,10.1177,Toward a Quantitative Approach to the Specialness of Poetry: Taking Chang Hen Ge and Chang Hen Ge Zhuan as a Case Study,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211029944,2021-7,2021-7,2021-7-7,2021-12-20,2021-7-7,32,0,journal-article,179
10.1177/2158244021997477,10.1177,Erratum to “We Are All Alive . . . But Dead”: Cultural Meanings of War Trauma in the Tamil Diaspora and Implications for Service Delivery,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244021997477,2021-1,2021-1,2021-2-23,2021-12-20,2021-2-24,0,0,journal-article,179
10.1177/21582440211054480,10.1177,Generativity and Green Purchasing Behavior: Moderating Role of Man-Nature Orientation and Perceived Behavioral Control,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211054480,2021-10,2021-10,2021-10-27,2021-12-20,2021-10-28,97,0,journal-article,179
10.1177/21582440211058724,10.1177,"Espionage, Adultery, and Witchcraft: Rumor and Imagination Transplant in the Anti-Catholic Persecution of Late Ming China",en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211058724,2021-10,2021-10,2021-11-18,2021-12-15,2021-11-19,50,0,journal-article,179
10.1177/21582440211023423,10.1177,The Impact of GDP and Its Expenditure Components on Unemployment Within BRICS Countries: Evidence of Okun’s Law From Aggregate and Disaggregated Approaches,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211023423,2021-4,2021-4,2021-6-15,2021-12-15,2021-6-16,63,0,journal-article,179
10.1177/21582440211061536,10.1177,Strategic Learning and Knowledge Management of Technological Innovation in Safety Evaluation Planning of Construction Projects,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211061536,2021-10,2021-10,2021-11-29,2021-12-20,2021-11-30,31,0,journal-article,179
10.1177/21582440211058193,10.1177,"Perceived Stress, Work-Related Burnout, and Working From Home Before and During COVID-19: An Examination of Workers in the United States",en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211058193,2021-10,2021-10,2021-11-16,2021-12-15,2021-11-17,37,0,journal-article,179
10.1177/21582440211032174,10.1177,Impact of Entrepreneurship Extracurricular Activities and Inspiration on Entrepreneurial Intention: Mediator and Moderator Effect,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211032174,2021-7,2021-7,2021-7-16,2021-12-15,2021-7-16,25,0,journal-article,179
10.1177/21582440211058719,10.1177,Exploring the Emerging Trends of Spatial Epidemiology: A Scientometric Analysis Based on CiteSpace,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211058719,2021-10,2021-10,2021-11-23,2021-12-15,2021-11-24,3,0,journal-article,179
10.1177/21582440211054128,10.1177,"The BRICS Countries’ Bilateral Economic Relations, 2009 to 2019: Between Rhetoric and Reality",en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211054128,2021-10,2021-10,2021-10-21,2021-12-20,2021-10-22,75,0,journal-article,179
10.1177/21582440211003577,10.1177,Displacement Effect and Ratchet Effect: Testing of Two Alternative Hypotheses,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211003577,2021-1,2021-1,2021-3-29,2021-12-20,2021-3-29,34,0,journal-article,179
10.1177/21582440211022739,10.1177,A Reflection on Transactive Planning: Transfer of Planning Knowledge in Local Community-Level Deliberation,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211022739,2021-4,2021-4,2021-6-12,2021-12-20,2021-6-12,44,0,journal-article,179
10.1177/21582440211040810,10.1177,The Impact of Computer and Internet at Home on Academic Results of the Saber 11 National Exam in Colombia,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211040810,2021-7,2021-7,2021-8-20,2021-12-20,2021-8-21,11,0,journal-article,179
10.1177/21582440211061377,10.1177,Effects of Financial Market Information on Firms’ Productivity Under Operating Pressure and Financial Constraints: Evidence From the Chinese Stock Market,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211061377,2021-10,2021-10,2021-11-29,2021-12-20,2021-11-29,68,0,journal-article,179
10.1177/21582440211003570,10.1177,How Do Individual-Level Characteristics Influence Cross-Domain Risk Perceptions Among Chinese Urban Residents?,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211003570,2021-4,2021-4,2021-4-19,2021-12-20,2021-4-19,155,0,journal-article,179
10.1177/21582440211005758,10.1177,Value-at-Risk Analysis for Measuring Stochastic Volatility of Stock Returns: Using GARCH-Based Dynamic Conditional Correlation Model,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211005758,2021-1,2021-1,2021-3-31,2022-2-22,2021-4-1,0,2,journal-article,179
10.1177/21582440211018468,10.1177,Promoting Female Entrepreneurship: The Impact of Gender Gap Beliefs and Perceptions,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211018468,2021-4,2021-4,2021-5-27,2022-2-17,2021-5-27,10,2,journal-article,179
10.1177/21582440221078289,10.1177,Extending the Theory of Planned Behavior: Predicting Young Consumer Purchase Behavior of Energy-Efficient Appliances (Evidence From Developing Economy),en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440221078289,2022-1,2022-1,2022-2-16,2022-2-17,2022-2-16,88,0,journal-article,179
10.1177/21582440221078312,10.1177,Lexical Choice and Crazy-wisdom: A Usage-Based Interpretation of Bᾱhῡ’s Abyᾱt,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440221078312,2022-1,2022-1,2022-2-16,2022-2-17,2022-2-16,33,0,journal-article,179
10.1177/21582440211044178,10.1177,The Role of Social Capital on Rural Enterprises Economic Performance: A Case Study in Indonesia Villages,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211044178,2021-7,2021-7,2021-9-27,2021-12-9,2021-9-27,33,0,journal-article,179
10.1177/21582440211059166,10.1177,Teachers’ Transition Attitudes for Students With Disabilities in Two Regions of Botswana,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211059166,2021-10,2021-10,2021-11-18,2021-12-18,2021-11-19,14,0,journal-article,179
10.1177/21582440211041076,10.1177,Ngas Concept of Tuput: Reincarnation or Resurrection?,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211041076,2021-7,2021-7,2021-8-25,2021-12-18,2021-8-25,29,0,journal-article,179
10.1177/21582440211059179,10.1177,Entrepreneurial Intention in Higher Vocational Education: An Empirically-Based Model With Implications for the Entrepreneurial Community,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211059179,2021-10,2021-10,2021-11-22,2021-12-9,2021-11-23,80,0,journal-article,179
10.1177/21582440211031513,10.1177,Ghana’s Competitive Clientelism and Space for Long-Term Stable Policies,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211031513,2021-7,2021-7,2021-7-14,2021-12-9,2021-7-14,26,0,journal-article,179
10.1177/2158244020963067,10.1177,An Integrative Review of Measurement Instruments Used to Assess the Stigma That Affects People Who Use Drugs,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244020963067,2021-1,2021-1,2021-3-30,2021-12-8,2021-3-30,29,0,journal-article,179
10.1177/21582440211009220,10.1177,Development of the Short Scale of the Multidimensional Emotional Competence Questionnaire in a German Sample,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211009220,2021-4,2021-4,2021-4-19,2021-12-10,2021-4-19,17,0,journal-article,179
10.1177/21582440211061539,10.1177,Distance with Customers Effects on Green Product Innovation in SMEs: A Way Through Green Value Co-creation,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211061539,2021-10,2021-10,2021-12-3,2021-12-10,2021-12-3,91,0,journal-article,179
10.1177/21582440211032678,10.1177,To Relocate Or Not to Relocate: A Logit Regression Model of Factors Influencing Corporate Headquarter Relocation Decision in China,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211032678,2021-7,2021-7,2021-7-21,2021-12-10,2021-7-21,58,0,journal-article,179
10.1177/21582440211030277,10.1177,Barriers to the Implementation of Green Practices in the Integrated Resort Sector,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211030277,2021-7,2021-7,2021-7-6,2021-12-14,2021-7-6,71,1,journal-article,179
10.1177/21582440211032163,10.1177,Wicked Problems in Africa: A Systematic Literature Review,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211032163,2021-7,2021-7,2021-7-16,2021-12-11,2021-7-16,11,0,journal-article,179
10.1177/2158244020988287,10.1177,Social Workers’ Attitudes on Social Justice in Taiwan,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244020988287,2021-1,2021-1,2021-1-15,2021-12-11,2021-1-15,47,0,journal-article,179
10.1177/21582440211024555,10.1177,Mothers’ and Midwives’ and Nurses’ Perception of Caring Behaviors During Childbirth: A Comparative Study,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211024555,2021-4,2021-4,2021-6-23,2021-12-12,2021-6-24,9,0,journal-article,179
10.1177/2158244021994816,10.1177,"Western-Educated Chinese Christian Returnees, Nationalism, and Modernity: Comparison Between the Pre-1949 Era and the Post-1978 Era",en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244021994816,2021-1,2021-1,2021-2-13,2021-12-9,2021-2-13,38,0,journal-article,179
10.1177/21582440211009506,10.1177,Clients’ Perspective on Predetermined Time Limits for Therapy in the Context of the Norwegian Welfare System,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211009506,2021-4,2021-4,2021-4-19,2021-12-9,2021-4-19,21,0,journal-article,179
10.1177/21582440211030275,10.1177,The Influence of Heritage Tourism Destination Reputation on Tourist Consumption Behavior: A Case Study of World Cultural Heritage Shaolin Temple,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211030275,2021-7,2021-7,2021-7-31,2021-12-9,2021-7-31,35,0,journal-article,179
10.1177/21582440211052951,10.1177,Research on Social Media Content Marketing: An Empirical Analysis Based on China’s 10 Metropolis for Korean Brands,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211052951,2021-10,2021-10,2021-10-26,2021-12-9,2021-10-26,104,0,journal-article,179
10.1177/21582440211004163,10.1177,Factors Associated With Cardiovascular Disease Prevention Behavior Among Office Workers Based on an Ecological Model,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211004163,2021-1,2021-1,2021-3-26,2021-12-18,2021-3-26,17,0,journal-article,179
10.1177/21582440211021598,10.1177,Do ESG Endeavors Assist Firms in Achieving Superior Financial Performance? A Case of 100 Best Corporate Citizens,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211021598,2021-4,2021-4,2021-6-11,2022-3-5,2021-6-11,59,4,journal-article,179
10.1177/21582440211058185,10.1177,"Evaluation of Nurses’ Job Engagement as an Outcome of Experienced Compassion in the Workplace, Using the Lens of Affective Event Theory",en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211058185,2021-10,2021-10,2021-11-16,2021-12-11,2021-11-17,62,0,journal-article,179
10.1177/21582440211019730,10.1177,Recontextualizing Literary Classics With Modernity: A Social Semiotic Analysis of a Comic Adaptation of Journey to the West,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211019730,2021-4,2021-4,2021-5-31,2021-12-11,2021-5-31,42,0,journal-article,179
10.1177/21582440211067232,10.1177,Which Service Attributes Sway Internet Service Providers? Analysis Through Triangulation Approach,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211067232,2021-10,2021-10,2021-12-17,2021-12-19,2021-12-18,67,0,journal-article,179
10.1177/21582440211009509,10.1177,"Multivariate Distribution in the Stock Markets of Brazil, Russia, India, and China",en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211009509,2021-4,2021-4,2021-4-29,2021-12-19,2021-4-29,42,0,journal-article,179
10.1177/2158244020988518,10.1177,Rhetoric Construction of Chinese Expository Essays: Implications for EFL Composition Instruction,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244020988518,2021-1,2021-1,2021-1-20,2021-12-12,2021-1-21,27,0,journal-article,179
10.1177/21582440211029918,10.1177,The Role of Need for Cognition in Predicting the Attitudes of Indonesian Millennials Toward Printed Advertising and Purchase Intentions,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211029918,2021-7,2021-7,2021-7-6,2021-12-18,2021-7-6,5,0,journal-article,179
10.1177/21582440211047246,10.1177,"South African Executives Propensity to Use, Diffuse, and Adopt the Humanitarian Logistics Digital Business Ecosystem (HLDBE)",en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211047246,2021-7,2021-7,2021-9-28,2021-12-17,2021-9-29,50,0,journal-article,179
10.1177/2158244021998345,10.1177,Writing “Eastness”: Romania and the Conundrum of Regionness in the Black Sea Area,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244021998345,2021-1,2021-1,2021-2-27,2021-12-17,2021-2-27,53,0,journal-article,179
10.1177/21582440211013792,10.1177,Health and Wellness–Related Travel: A Scoping Study of the Literature in 2010-2018,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211013792,2021-4,2021-4,2021-5-4,2022-2-8,2021-5-4,195,2,journal-article,179
10.1177/2158244021998658,10.1177,Attributes of Senior-Friendly Tourism Destinations for Current and Future Senior Tourists: An Importance-Performance Analysis Approach,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244021998658,2021-1,2021-1,2021-3-5,2022-2-7,2021-3-5,6,1,journal-article,179
10.1177/2158244021999062,10.1177,MALL in Collaborative Learning as a Vocabulary-Enhancing Tool for EFL Learners: A Study Across Two Universities in Saudi Arabia,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244021999062,2021-1,2021-1,2021-3-26,2021-12-13,2021-3-26,6,1,journal-article,179
10.1177/21582440211052547,10.1177,An Empirical Examination of the Impact of eWom Information on Young Consumers’ Online Purchase Intention: Mediating Role of eWom Information Adoption,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211052547,2021-10,2021-10,2021-10-18,2021-12-13,2021-10-19,50,0,journal-article,179
10.1177/21582440211058197,10.1177,"Development, Validation, and Internal Consistency of the Positive Psychology-Based Acceptance of Illness Scale (PAIS): A Culturally-Appropriate Japanese Measure",en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211058197,2021-10,2021-10,2021-11-26,2021-12-13,2021-11-27,50,0,journal-article,179
10.1177/21582440211054473,10.1177,Analyzing Association Between Public Green Space and Self-Esteem Linked to Social Acceptance for Elderly Population in Dhaka,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211054473,2021-10,2021-10,2021-10-26,2021-12-13,2021-10-26,13,0,journal-article,179
10.1177/21582440211027564,10.1177,Perception of Fit and Job Satisfaction Among Administrative Staff in a Mid-Western University in the United States of America,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211027564,2021-4,2021-4,2021-6-25,2021-12-13,2021-6-25,57,0,journal-article,179
10.1177/21582440211032670,10.1177,The Category of Deviation in the Novel The Master and Margarita by Mikhail Bulgakov,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211032670,2021-7,2021-7,2021-7-15,2021-12-17,2021-7-15,54,0,journal-article,179
10.1177/2158244021998360,10.1177,Refine the Students’ Skills Through Design Education to Create Ethical Products,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/2158244021998360,2021-1,2021-1,2021-2-27,2021-12-21,2021-2-27,21,0,journal-article,179
10.1177/21582440211032165,10.1177,Using Metadiscourse to Enhance Persuasiveness in Corporate Press Releases: A Corpus-Based Study,en,SAGE Open,"2158-2440, 2158-2440",SAGE Publications,http://dx.doi.org/10.1177/21582440211032165,2021-7,2021-7,2021-7-14,2021-12-11,2021-7-14,49,0,journal-article,179
